city_id_city,pincode_id
850,803101
851,793119
852,695605
853,391135
854,403722
855,791109
856,413401
857,245101
858,207123
859,854101
860,821109
861,210431
862,314025
863,152026
864,591307
865,756100
866,244235
867,832101
868,711315
869,793150
870,416310
871,638301
872,205135
873,229406
874,363310
876,431112
877,636455
878,571234
879,571201
880,515201
881,306902
882,835203
883,246149
884,171207
885,304804
886,671322
887,144626
888,638656
889,210506
890,803101
891,151103
892,744202
893,322230
894,811301
895,733201
896,501101
898,502001
899,502103
900,502220
902,503110
903,503224
904,505468
905,506001
906,506101
907,506164
908,506167
909,507111
910,508116
911,508207
912,509103
913,521121
914,532201
915,509125
916,509301
917,533201
918,533223
919,522101
920,522201
921,533242
922,533255
923,533308
924,515671
925,522265
926,522403
927,533440
928,515801
929,516115
930,522503
931,522616
932,534101
933,516360
934,523105
935,523201
936,523230
937,534134
938,534211
939,534260
940,517101
941,523316
942,524003
943,524101
944,517325
945,517408
946,531116
947,517644
948,535501
949,535558
950,518301
951,531001
952,531036
953,518501
954,518543
955,520002
956,532185
957,500084
958,500081
959,792055
960,791118
961,791120
962,790104
963,792129
964,790002
965,791001
967,784113
968,783101
969,782139
970,781126
971,784001
972,471201
973,784125
974,847101
975,801301
976,802101
977,802152
979,846001
980,847102
981,824101
982,845301
983,841405
984,811107
985,852101
986,841201
987,843301
988,845101
989,804401
990,804405
991,848114
992,811103
993,811201
994,813101
995,851112
996,847451
997,852106
998,802132
999,821108
1000,821112
1001,821307
1002,802211
1003,854311
1004,855101
1005,829102
1006,831002
1007,841418
1008,843329
1009,843110
1010,361305
1012,396321
1013,370205
1015,387002
1016,388270
1017,391110
1018,391120
1019,393115
1020,394180
1022,125001
1023,172001
1024,172107
1025,173001
1026,174305
1027,176061
1028,176215
1029,174304
1030,180013
1031,382305
1032,190005
1033,182143
1034,185101
1035,185121
1036,180001
1037,180004
1038,182201
1039,180005
1040,180011
1041,180015
1042,180007
1043,182222
1044,180001
1045,180016
1046,181206
1047,825103
1048,831003
1049,815351
1050,825109
1051,822111
1052,816101
1053,831002
1054,833103
1055,835201
1057,833210
1058,828401
1059,831002
1060,832104
1061,832105
1062,832301
1063,832303
1064,571302
1065,581115
1066,581343
1067,582207
1068,583131
1069,583215
1070,585201
1071,585224
1072,244922
1073,586209
1074,587301
1075,590006
1076,591102
1077,591123
1079,591309
1080,591317
1081,571438
1082,571440
1083,571501
1084,573103
1085,575005
1086,576104
1087,571104
1088,577301
1089,577002
1090,678002
1091,688001
1092,679101
1093,679577
1094,688524
1095,673101
1096,673314
1097,673122
1098,487001
1099,452003
1101,474001
1102,416510
1103,416516
1104,416606
1105,389380
1106,421308
1107,410206
1108,401404
1109,410102
1110,424101
1111,411033
1112,425201
1113,413801
1114,414001
1115,441614
1116,835210
1117,443001
1118,444303
1119,444805
1120,444409
1121,401105
1122,413201
1123,441208
1124,400702
1125,416511
1126,400218
1127,795005
1128,795101
1129,796001
1130,798625
1132,762013
1133,760001
1134,766002
1135,754134
1136,758001
1137,751001
1138,764059
1139,752001
1140,752055
1141,753009
1142,754029
1143,754102
1144,756032
1145,757043
1146,761020
1147,761110
1148,761126
1149,761200
1150,762001
1152,143521
1153,151001
1155,303604
1156,305601
1157,305801
1158,306304
1159,313203
1160,313324
1161,321203
1162,321401
1163,322201
1164,321610
1165,323304
1166,328001
1167,331022
1168,341505
1169,332715
1170,307029
1171,322244
1172,600054
1173,605757
1174,606001
1175,606001
1176,606107
1177,604001
1178,625106
1179,626101
1180,626125
1181,609110
1182,625601
1183,612002
1184,627401
1185,614001
1186,614207
1187,628501
1188,627756
1189,639104
1190,628601
1191,620006
1192,629175
1193,431515
1194,641654
1195,621601
1196,642126
1197,642101
1198,643101
1199,643217
1200,630606
1201,631001
1202,629401
1203,630302
1204,632301
1205,632401
1206,632503
1207,623707
1209,625214
1210,624601
1211,625020
1212,625016
1213,608901
1214,799204
1215,799250
1216,799013
1217,799001
1218,799120
1219,207001
1220,271303
1221,209601
1222,221712
1223,251002
1224,229206
1225,271201
1226,272153
1227,232329
1228,232325
1229,241204
1230,273008
1231,274304
1232,203131
1233,275101
1234,206121
1235,244221
1236,283103
1237,210204
1238,201008
1239,209101
1240,209304
1241,274149
1242,221601
1243,272162
1244,231205
1245,224125
1246,250101
1247,246155
1248,246701
1249,246761
1251,247776
1252,262001
1253,263645
1254,700027
1255,713130
1256,731224
1257,733101
1258,741139
1259,741201
1260,741302
1261,742137
1262,734006
1264,700048
1265,700070
1266,734001
1267,700002
1268,723121
1269,733102
1270,742225
1271,700144
1272,743331
1273,494333
1274,784163
1275,534275
1276,508213
1277,533401
1278,801103
1279,496118
1280,497331
1281,403504
1282,403604
1284,396580
1285,229001
1286,221009
1287,271803
1288,272152
1289,273151
1290,285121
1291,383001
1292,385010
1293,394716
1294,535001
1295,571211
1296,580001
1297,761015
1298,762002
1299,764044
1300,766104
1301,767001
1302,768108
1303,788002
1304,788834
1305,788117
1306,790102
1307,791002
1308,791102
1309,791122
1310,792001
1311,792101
1312,792110
1313,794107
1314,796181
1315,796290
1316,796891
1317,796901
1318,797101
1319,798611
1320,848203
1321,822101
1322,822112
1323,140405
1324,173001
1325,172101
1326,172113
1327,194102
1328,212201
1329,221301
1330,491336
1331,494111
1332,494661
1333,643002
1334,175131
1335,494229
1336,403703
1337,403406
1338,134118
1339,389380
1340,383430
1341,360050
1342,360370
1343,391240
1344,394111
1345,364290
1346,382130
1347,382845
1348,361140
1349,394540
1350,391440
1351,383205
1352,394130
1353,382150
1354,133201
1355,125102
1356,131101
1357,131027
1358,122107
1359,124501
1360,193502
1361,192233
1362,185153
1363,591304
1364,563114
1365,574211
1366,562110
1367,572130
1368,575020
1369,695501
1370,679575
1371,686662
1372,689585
1373,683513
1374,680562
1376,453115
1378,484334
1380,453441
1381,453551
1382,393001
1383,410210
1384,431517
1385,411046
1386,442701
1387,415713
1388,422202
1389,415409
1390,416101
1391,412802
1392,416219
1393,402107
1395,416702
1396,444906
1397,143505
1398,147111
1399,151202
1401,141109
1402,142055
1403,141204
1404,303007
1405,303301
1406,301019
1407,301705
1408,334803
1409,301408
1410,641653
1411,629191
1412,636903
1413,632007
1414,641044
1415,627117
1416,272203
1417,226201
1418,202412
1419,261203
1420,249201
1421,246174
1422,244715
1423,722122
1424,721201
1425,721212
1426,741235
1427,743165
1428,712410
1429,680101
1430,515411
1431,801302
1432,517131
1433,191201
1434,742133
1435,841101
1436,343041
1437,502319
1438,627811
1439,412105
1440,497442
1441,425508
1442,174001
1444,312605
1445,494661
1446,494444
1447,312601
1448,415311
1449,829144
1450,248198
1451,394641
1452,423109
1453,341508
1454,835210
1455,581314
1456,412803
1458,713386
1459,713347
1460,505325
1461,631209
1462,141114
1463,712311
1464,402107
1465,516005
1466,530026
1468,735221
1469,301427
1470,144410
1471,396171
1472,360560
1473,744204
1474,577401
1475,784509
1476,783390
1477,781372
1478,785640
1479,784160
1480,465441
1481,491226
1482,491335
1483,493887
1484,494226
1485,491995
1486,495334
1487,497229
1488,494111
1489,497220
1490,342023
1491,342022
1492,342301
1493,342603
1494,342602
1495,342601
1496,342303
1497,342802
1498,680308
1499,507303
1500,306302
1501,306104
1502,306701
1503,306115
1504,306116
1505,767017
1506,421501
1507,421503
1508,421103
1509,600056
1510,670692
1511,673525
1512,643212
1513,262405
1514,174101
1515,741222
1516,400068
1517,673592
1518,695541
1519,731204
1520,670101
1521,262308
1522,781122
1523,307026
1524,382110
1525,403706
1526,123106
1527,442902
1528,638701
1529,326519
1530,133001
1531,147203
1532,522005
1533,487551
1534,389350
1536,758034
1537,603103
1538,712235
1539,304021
1540,495668
1541,335524
1542,394230
1543,423301
1544,465333
1545,143416
1546,144633
1547,283122
1548,303328
1549,496445
1550,736121
1551,307501
1553,332701
1554,148024
1555,261501
1556,370421
1557,721101
1558,638402
1560,227405
1561,600070
1562,758021
1564,202410
1565,273402
1566,493118
1567,755019
1568,833201
1569,833102
1570,563125
1571,782462
1572,227409
1573,209206
1574,577601
1575,227202
1576,360530
1578,515541
1579,202138
1580,272173
1581,799202
1582,285201
1583,389230
1584,122107
1585,247340
1587,641664
1588,601204
1589,413704
1590,600016
1591,515865
1592,281306
1593,502291
1594,243638
1595,184121
1596,244302
1597,581329
1598,203205
1599,207403
1600,335073
1601,272207
1602,614702
1603,695141
1604,516309
1605,700156
1606,173205
1607,509209
1608,521102
1609,501141
1610,493558
1612,494776
1613,577548
1614,501506
1615,695102
1616,686664
1617,394710
1618,394120
1619,401606
1620,388620
1621,396521
1622,303313
1623,782435
1624,784176
1625,670703
1626,441302
1627,782121
1628,854301
1629,396193
1630,110001
1631,396445
1632,131001
1633,134003
1634,400603
1636,764049
1637,742101
1638,328001
1639,641601
1640,622003
1641,209115
1642,209602
1643,247656
1644,732101
1645,221401
1646,136132
1647,620001
1648,801108
1649,607303
1650,783384
1651,495671
1652,451666
1653,416112
1654,192201
1655,208010
1656,246746
1657,625218
1658,444806
1659,414102
1660,384355
1661,283101
1662,431506
1663,461223
1664,382421
1665,144005
1666,413305
1667,423701
1668,275102
1669,832401
1670,247656
1671,241124
1672,394410
1673,244922
1674,642127
1675,360545
1676,828403
1677,829118
1678,425409
1679,572211
1680,845449
1681,444403
1682,754215
1683,604408
1684,127306
1685,811214
1686,854113
1687,484001
1688,635751
1689,518502
1690,516434
1691,431131
1692,223101
1693,723121
1694,783131
1695,444501
1696,575029
1697,210421
1698,423104
1699,441910
1700,585223
1701,585301
1702,561202
1703,507117
1704,670307
1705,614810
1706,490036
1707,144033
1708,584123
1709,521366
1710,458883
1711,638111
1712,683512
1713,431505
1714,533437
1715,148021
1716,495668
1717,283125
1718,524132
1719,496331
1720,209503
1721,413515
1722,244712
1723,786181
1724,444203
1725,501101
1726,752050
1727,841418
1728,614804
1729,670501
1730,785634
1731,670675
1732,444907
1733,305624
1734,416505
1735,679322
1736,627809
1737,495552
1738,471001
1739,307027
1740,586101
1741,680519
1742,403803
1743,638004
1744,811308
1745,804452
1746,635810
1747,627425
1748,413216
1749,736146
1750,824211
1751,604101
1752,401503
1753,388450
1754,246747
1755,522647
1756,444101
1757,606201
1758,847404
1759,670702
1760,581205
1761,585302
1762,486331
1763,577427
1764,721514
1765,151509
1766,203395
1767,364081
1768,828202
1769,825409
1770,673661
1771,762001
1772,403508
1773,497449
1774,795132
1775,303338
1777,212402
1778,626189
1779,721101
1780,678102
1781,241406
1782,425405
1783,854328
1784,443301
1785,333031
1786,281121
1787,799004
1788,387520
1789,335803
1790,243505
1791,394650
1792,581103
1793,670672
1794,713146
1795,445001
1796,791001
1797,829209
1798,341510
1799,245304
1800,363030
1801,573213
1802,415509
1803,307022
1804,631102
1805,585225
1806,410502
1807,453441
1808,134101
1809,679121
1810,532185
1811,813204
1812,453441
1813,342601
1814,815354
1815,461775
1816,425401
1817,401107
1818,802207
1819,363621
1820,813101
1821,670642
1822,454775
1823,571438
1824,481331
1825,413208
1826,504296
1827,841438
1828,533450
1829,491665
1830,516001
1831,476224
1832,203412
1833,385110
1834,403706
1835,799277
1836,785661
1837,246724
1838,382732
1839,361345
1840,606803
1841,805130
1843,795103
1844,442907
1845,581363
1846,845418
1847,384151
1848,125201
1849,562105
1850,410220
1851,361160
1852,534281
1853,522124
1854,364240
1855,785683
1857,483225
1858,682552
1859,734301
1860,476115
1861,221711
1863,828302
1864,803302
1865,204215
1866,533464
1867,396193
1868,491228
1869,670562
1870,803302
1871,242401
1872,848114
1873,285204
1874,425301
1875,822101
1876,721451
1877,803117
1878,507123
1879,362520
1880,787059
1881,518360
1882,472336
1883,515761
1884,140101
1885,423401
1886,444905
1887,144205
1888,441001
1889,609101
1890,225414
1891,273155
1892,209111
1893,515101
1894,824143
1895,843111
1896,442302
1897,586128
1898,627855
1899,584128
1900,670612
1901,686002
1902,591312
1903,501203
1904,393010
1905,574227
1906,185101
1907,586212
1908,444705
1909,382305
1910,587313
1911,639117
1912,572137
1913,152116
1915,767039
1916,152026
1917,517247
1918,505301
1919,388510
1920,821307
1921,843102
1922,262122
1923,140406
1924,531001
1925,431710
1926,431511
1927,609110
1928,507111
1929,151210
1930,582201
1931,508248
1932,441224
1933,464228
1934,673001
1935,313334
1936,313331
1937,563131
1938,251327
1939,517001
1940,460661
1941,283151
1943,757037
1944,209825
1946,582118
1947,445204
1948,638476
1949,712601
1950,583121
1951,521301
1952,361345
1954,493441
1955,201206
1956,143516
1957,852122
1958,673305
1959,587125
1961,140901
1962,587311
1963,505327
1964,845411
1965,144801
1966,444107
1967,385340
1968,695141
1969,573102
1970,483501
1971,506167
1972,173208
1973,629157
1974,824125
1975,523105
1976,181131
1977,248179
1978,473111
1979,461771
1980,688534
1981,784110
1983,686661
1984,723133
1985,629163
1986,470119
1987,521001
1988,517325
1989,626101
1990,509001
1991,442201
1992,722207
1993,132039
1994,742202
1995,523316
1996,394670
1997,813201
1998,321602
1999,473330
2000,193201
2001,508207
2002,841207
2003,756045
2004,524126
2005,680731
2006,758001
2007,335051
2008,761110
2009,143531
2010,362220
2011,321205
2012,770017
2013,431120
2014,534275
2015,110074
2016,175132
2017,517590
2018,522601
2019,328025
2020,523001
2021,123021
2022,495452
2023,331802
2024,456335
2025,532127
2026,522413
2027,563135
2028,516360
2029,396020
2030,491445
2031,246762
2033,585326
2034,786602
2035,263149
2036,712201
2037,581115
2039,700028
2040,301408
2041,690521
2042,331023
2043,244924
2044,413520
2045,802119
2046,845456
2047,680317
2048,490006
2049,383255
2050,803116
2051,331507
2052,192122
2053,495668
2054,176110
2055,813213
2056,606601
2057,133005
2058,361335
2059,481776
2060,620001
2061,246763
2062,517501
2063,494553
2064,243601
2065,686121
2066,470117
2067,365560
2068,763002
2069,628001
2070,509301
2071,263148
2072,401203
2073,442905
2074,148028
2075,799003
2076,770001
2077,500020
2078,637406
2079,175019
2080,508206
2081,562159
2082,261204
2083,362720
2084,431601
2085,627859
2086,281401
2087,603203
2088,623526
2089,843313
2090,509216
2091,443404
2092,803212
2094,638102
2095,515411
2096,756022
2097,629160
2098,613006
2099,743429
2100,209871
2101,247451
2102,364140
2103,711201
2104,283110
2105,534275
2106,759100
2107,121004
2108,670643
2109,410506
2110,203389
2111,441106
2112,586214
2113,509210
2115,803201
2116,505326
2117,360550
2118,425413
2119,151204
2120,845455
2121,854318
2122,441304
2123,781354
2124,768221
2125,125076
2126,682001
2127,142041
2128,465669
2129,581115
2130,695001
2131,152001
2134,637408
2135,590001
2136,518124
2137,691506
2138,422001
2139,456665
2140,854202
2141,331304
2142,624401
2143,125051
2144,132116
2145,335001
2146,534350
2147,577228
2148,853204
2149,143118
2150,713337
2151,244251
2152,453331
2153,416312
2154,811302
2155,768222
2156,273164
2157,422209
2158,783331
2159,582208
2160,583122
2161,193101
2162,140103
2163,506151
2164,845305
2165,829149
2166,445301
2167,332311
2168,516269
2169,587315
2170,841405
2171,832303
2172,341306
2173,333042
2174,811101
2175,136132
2176,477445
2177,425418
2178,332404
2179,244601
2180,152101
2181,261135
2182,470227
2183,636113
2184,825314
2185,323615
2186,517520
2187,247777
2188,493554
2189,403110
2190,261606
2191,136118
2192,758035
2193,246733
2194,277209
2195,363530
2196,147301
2197,582116
2198,562123
2199,803213
2200,493881
2201,212413
2202,607105
2203,841305
2204,385565
2205,636502
2206,450221
2207,609313
2208,851203
2209,625531
2210,444506
2211,625706
2212,781315
2213,303503
2214,602024
2215,700120
2216,782446
2217,534301
2218,563122
2219,629151
2220,274502
2221,413521
2222,630611
2223,441614
2224,365430
2225,582209
2226,756125
2227,515401
2228,591237
2229,848210
2230,602003
2231,151001
2232,795130
2233,304021
2234,224120
2235,123501
2236,363421
2237,472442
2238,262401
2239,584122
2240,431708
2241,476229
2242,802152
2243,443302
2244,410401
2245,591239
2246,621010
2247,504251
2248,148106
2249,829111
2250,201102
2251,246734
2252,306702
2253,493114
2254,768217
2255,332025
2257,335062
2258,242307
2259,491335
2260,571111
2261,484555
2262,209871
2263,782447
2264,518599
2265,389230
2266,643228
2267,441911
2268,765022
2270,624619
2271,628215
2272,231219
2273,522426
2274,246745
2275,603109
2276,605757
2277,571428
2278,679101
2279,207245
2280,142038
2281,403601
2282,422206
2283,635601
2284,504103
2285,636402
2286,273209
2287,110053
2288,424201
2289,233221
2290,572132
2291,465683
2292,815353
2293,629168
2294,431503
2295,206242
2296,133206
2297,629175
2298,731234
2299,631209
2300,210301
2301,573134
2302,495689
2303,604407
2304,562120
2305,431107
2306,361310
2307,521235
2308,521105
2309,412806
2310,816107
2311,209732
2312,534260
2313,535591
2314,767033
2315,531163
2317,606106
2318,587312
2319,533440
2320,321610
2321,147101
2322,304505
2323,332301
2324,471501
2325,125120
2326,343029
2327,532222
2328,768001
2329,250404
2330,303604
2331,413601
2333,825311
2334,209722
2335,271210
2336,382165
2337,262902
2338,284304
2339,759017
2341,456443
2342,364270
2343,441912
2344,750017
2345,844506
2346,602105
2347,451111
2348,283204
2349,761102
2350,125001
2351,415310
2352,639205
2353,241403
2354,805103
2355,635809
2356,416005
2357,700064
2358,321608
2359,583119
2360,507115
2361,735224
2362,483220
2363,502001
2364,333307
2365,804422
2366,627109
2367,335065
2368,413517
2369,802212
2370,643001
2371,735221
2372,413307
2373,783348
2374,712101
2375,481116
2376,711322
2377,815353
2378,445302
2380,571430
2381,637301
2382,243639
2383,770033
2384,480334
2385,591313
2386,492003
2387,532312
2388,148023
2389,712149
2390,741404
2391,413606
2392,380001
2393,503185
2394,443101
2395,331403
2396,445206
2398,670671
2399,250342
2400,764073
2402,799006
2403,304502
2404,607106
2405,460447
2406,563130
2407,441203
2408,733202
2409,458110
2410,670561
2411,412301
2412,388220
2413,760002
2414,362630
2415,754142
2416,768216
2417,454446
2418,410503
2419,608502
2420,629179
2421,151502
2422,276402
2423,638402
2424,311604
2425,691301
2426,522403
2427,360490
2428,754108
2429,504231
2430,626203
2431,400702
2432,768017
2433,396125
2434,829126
2435,415409
2436,802158
2437,333704
2438,761200
2439,591126
2440,515812
2441,521175
2442,480106
2443,388620
2444,125104
2445,425111
2446,364515
2447,625532
2448,462046
2449,431501
2450,581118
2451,625533
2452,208008
2453,441107
2454,603406
2455,229305
2456,484336
2457,322001
2458,271604
2459,394160
2460,742201
2461,585222
2462,627117
2464,497335
2465,403001
2466,361305
2467,829122
2468,423401
2469,422303
2470,441122
2471,413201
2472,413202
2473,423601
2474,441112
2475,754160
2476,754023
2477,755044
2478,752030
2479,577401
2481,312605
2482,140001
2483,326023
2484,603001
2485,606202
2486,623501
2487,799250
2488,799155
2489,232101
2490,210205
2491,271831
2492,713101
2493,721429
2494,713409
2495,712201
2496,731101
2497,799013
2498,457887
2499,403001
2500,506169
2501,391165
2502,799102
2503,362150
2505,362130
2506,383310
2507,385310
2508,182144
2509,765001
2510,361315
2511,403708
2512,210424
2513,262402
2514,151507
2516,458118
2517,635112
2518,383350
2519,501509
2520,415501
2521,422306
2523,608001
2524,673504
2525,791120
2526,487221
2527,682030
2528,583239
2529,601206
2530,561203
2531,682314
2532,641604
2533,412303
2534,245205
2535,600048
2536,262701
2537,133001
2538,140601
2539,403507
2540,382455
2541,403726
2542,607303
2543,673570
2544,673638
2545,625516
2546,413516
2547,456771
2548,441207
2549,494635
2550,210507
2551,341512
2552,413211
2553,516390
2554,782480
2555,785602
2556,787055
2557,783124
2558,782136
2559,784508
2560,851213
2561,824301
2562,370205
2563,383245
2564,388540
2565,365220
2566,382460
2567,370615
2568,370655
2569,173220
2570,577522
2571,584129
2572,676306
2573,689501
2574,203390
2575,721632
2576,518422
2577,784115
2578,781325
2579,854202
2580,497226
2581,496661
2582,496118
2583,493101
2584,403710
2585,394305
2586,174036
2587,816101
2588,814154
2589,828402
2590,473885
2591,458880
2592,465680
2593,451447
