v_model_name,v_model_id
Avon E Lite,2306
Avon E Mate,2398
Avon E Plus,2305
Avon E-Star,2996
AVTR 2620 - 6x2 LA,9264
Avventura,312
AX100,1707
Axel 20,9040
Axel SS 26,4144
Axis,7552
Axlhe 20,1406
AXN DX RF,4023
Axton 26T,3759
Axxis 24,3489
Axxis 24 D,3493
Axxis 26,3541
Axxis 26 D,3556
AXXIS 27.5 D,3546
Axxis 29 D,3557
AY SUV,9718
Aztec,3523
Azura T.19,9759
Azure,209
Azure 20T,5440
B Class 2012 15,953
B Class 2019,930
B Max,345
B-Class,968
B2441,5886
B2741,6125
B2741S,5888
B7R,8812
B8,4901
B8 Li Technology,7796
B8 Lithium-Ion,7795
B9R,8811
Baagban DI 32 Rx,7779
Backbeat 27.5T,4408
Backbeat 29T,4409
BACKBONE 700C,5314
Bad Attitude  24 V,9642
Bad Attitude 10 29 D,6993
Bad Attitude 26,3539
Bad Attitude 5 27.5,6992
Bad Attitude 6 27.5 D,6991
Bad Attitude 7,6990
Bad Attitude 8,6989
Bad Attitude 9 29,6988
Bad Attitude Dominator 29 D,9601
Bad Attitude Domintor 27.5 D,9635
Bad Attitude Kannon 27.5D,9631
Bad Attitude Whiplash,9637
Bad Attitude Zippy,9639
Bad Boy 1,7221
Bad Boy 2014,7220
Bad Boy 4,7219
Bad Boy Fatty,7218
Bada Dost i1,9609
Bada Dost i2,9610
Bada Dost i3,6359
Bada Dost i3 Plus,9611
Bada Dost i4,6360
Bada Dost Xpress,9732
Badboy 4 Large Matt Black,4648
Badboy 4 Medium Matt Black,4647
Bae 26T,5003
Bahubali,9354
Bahubali Loader,9355
Bahubali Plus,9374
Bajaj 4S Champion,2586
Bajaj Blade,1149
Bajaj Boxer,1162
Bajaj Byk,2663
Bajaj Caliber,1168
Bajaj Discover,2487
Bajaj Discover 100,2242
Bajaj Discover 100 T,2509
Bajaj Discover 125 M,2485
Bajaj Kb 100 Rtz,2587
Bajaj Kristal,2208
Bajaj Legend,1172
Bajaj M80,1182
Bajaj Pulsar 200,1185
Bajaj Pulsar 200 Ns,1154
Bajaj Saffire,1171
Bajaj Scrambler,9285
Bajaj Sonic,1150
Bajaj Sunny,1169
Bajaj Wave,1225
Bajaj Wave D,1226
Bajaj Xcd,2229
Bajajbravo,2585
Bajajcub,1170
Baleno,8043
Baleno 1999 2007,877
Baleno 2016-2021,893
Baleno 2019,875
Baleno RS,871
Ballon 20T,4167
Balveer 28T S/ Bar,4191
Balwan 330,8353
Balwan 400,6232
Balwan 450,5956
Balwan 500,6234
BALWAN 550,8350
Bamboochi,4839
Bandit,1682
Baojun,237
Baojun 510,839
Baojun 530,838
Barcelona 27.5T,4003
Barnebey 1 2014,7078
Barnebey 1 LS 2014,7076
Barnebey 3 2014,7075
Barnebey 3 LS 2014,7074
Barnebey 7 2014,7073
Barnebey 7 LS 2014,7069
Barracuda 27 5,3726
BARRACUDA 29ER,3727
BARRCUDA 29,3725
Basic Life Support Ambulance Type C,9467
Battery Operated E Rickshaw Loader,9396
Battery Operated Shaktimaan E Rickshaw,9446
Battery Rickshaw Loader,9416
Battle 418,9113
Battle 419,9114
Battle 516,9115
Battle 518,9116
Battle 518 40 mm Rim,9117
Battle Thunder 700,9118
Battre Electric Iot,3163
Battre Electric Loev,3158
Bazinga,8551
Bazinga Cargo,8552
BBFT Tandem MS,5120
BBFT Tandem SS,5119
BE 05,9504
BE 07,9505
BE 09,9506
Beamer,8070
Beast,7505
Beast 20T,3364
Beast 20T MS,3378
Beast 20T SS,3363
Beast 26T,5000
Beast 26T With Front Suspension And Disc Brake,5508
Beast 40,5317
Beast Max T Shox 26T,3781
Beast Triple ShotX 26T,3761
Beast Tshox 24T,3767
Beast Tshox 26T,3778
Beat,242
Beat 2010-13,222
Beat 2014-16,239
Beat 24T,3763
Beat Activ,232
BEAUTY 24T,3844
BEAUTY 26T,3885
BEAUTY DX 26T,3865
BEAUTY PLUS 26T,3878
Beetle,775
BeiGo X4,9778
Believe,9507
Bellagio,1581
Belle 26T,3290
Belta,7645
Bend R2,9119
Benelli 600 Gt,2545
Benelli BX 250,1241
Benelli leoncino 800,3092
Benelli Tnt 15,1239
Benelli Trek 1130,2513
Benelli TRK 251,1243
Benelli Trk800,3153
Bentayga,212
Benz 21 Gears Foldable Bicycles,5029
Benz Black Foldable Cycle,5030
Benz E Class 2020,5623
Benz Edge Cycle Red Black,5023
Benz Fat Foldable Cycle Black,5022
BENZ FAT TYRE,5024
Benz Fat Tyre Blue,5021
Benz Foldebal Bicycle Yellow TCH,5020
Benz Folding Cycle Edge Black,5033
Benz Folding Cycle White,5028
Benz Non Foldable,5026
BENZ ORANGE FOLDABLE CYCLE,5025
Berlingo,7518
BH Series School Bus BS6,7406
Bianchi Alu 2300,4795
Big Boy,1335
Big Nine 15,4561
Big Nine 60 3X,4567
BIG SAM 20,5124
BIG SAM MS,5125
Big Seven 20,4562
Bighorn 29 13,4932
Bighorn 29 15,4931
Bignine 100 2X,4569
Bignine 100 3X,4571
Bignine 20,4563
Bignine 200,4573
Bignine 300,4575
Bignine 3000,4585
Bignine 400,4576
Bignine 500,4577
Bignine 5000,4586
Bignine 60 2X,4565
Bignine 600,4583
Bignine 700,4584
Bignine 7000,4588
Bignine 8000,4589
Bignine 9000,4590
Bignine Limited,4582
Bignine Slx Edition,4578
Bignine Xt,4587
Bignine Xt Edition,4581
Bignine Xt2,4580
Bigseven 100 2X,4568
Bigseven 100 3X,4570
Bigseven 15,4560
Bigseven 200,4572
Bigseven 300,4574
Bigseven 60 2X,4564
Bigseven 60 3X,4566
Bigseven Xt2,4579
Bigtrail 200,4591
Bigtrail 400,4592
Bigtrail 500,4593
Bigtrail 600,4594
BIKE FUN 26 SS,5130
Binachi Nitron 93Xtslx 1X12Sp2020,4136
Binachi Nitron 94Nx Eagle 1X12Sp2020,4137
Bindas FE,9854
Bird Electric Scooter,3179
BK TEAM,5600
BK TEAM COMP,5602
BK TEAM SIGNATURE,5606
Black and Yellow Mercedes Benz Foldable Cycle,5034
Black Gold,7324
Black Hunter ZX 24T,4357
Black Hunter ZX 26T,6589
Black Hunter ZX DX2 26T,6533
Black Pearl 26T,6507
Black Thunder 1,9677
Black Thunder Limited Edition,9679
Black Widow 16,8440
Black Widow 20,6987
Blackbird,8057
Blackster,2113
Blade,9094
Blast 20T,3750
BLAZE 16T (Eva Tires),3614
BLAZE 16T (Hi-Riser),3615
BLAZO 16,3513
Blazo X 28 Tipper,6382
Blazo X 28 Transit Mixer,8567
Blazo X 35 Tipper 8X4,6384
Blazo X 40,6385
Blazo X 46,6387
Blazo X 55,6389
Blazo X Haulage 28,6381
Blazo X Haulage 35,8915
Blazo X Haulage 35 Lift Axle,6383
Blazo X Haulage 42,8914
Blazo X Haulage 42 Pusher Axle,6386
Blazo X Haulage 49,6388
Blazo X Tractor Trailer 40,6883
Blazo X Tractor Trailer 46,6878
Blazo X Tractor Trailer 55,6876
BlazoX55,9844
Bliss 20T,3838
BLIZZARD 26T,8251
Blue Bell 14T,3377
Blue Bell 16T,3362
Blue Bell 20T,3361
Blue E Rickshaw,9551
Blue Shaktimaan E Rickshaw,9447
Blues 20T,4333
BMW 3 Series Upcoming,9334
Bmw Cruise Bike 4Th Generationglossy Silver,4153
Bmw X6 2009 2012,54
BMX,4332
BN 251,1245
BN 302,1244
Bobber 29 D,3560
Bobber 350,2116
Bobber 650,1665
Bobby,2118
Bobcat 16T,7894
Bobcat 20T,7895
Bold,7943
Bolero,3227
Bolero 2001-11,108
Bolero Camper 2WD,9653
Bolero Camper 4WD,9652
Bolero Camper Gold ZX,6390
Bolero City Pikup,8568
Bolero Electric Pickup,9490
Bolero Maxi Truck Plus,6857
Bolero Maxi Truck Plus CNG,6856
Bolero Maxx Pickup City,9913
Bolero Maxx Pickup HD,9912
Bolero Maxx Pik-Up,9513
Bolero Neo,7492
Bolero Neo Plus,9272
Bolero Old,134
Bolero Pik Up,2181
Bolero Pik-up Extra Strong,8102
Bolero Pikup 1.3T,9654
Bolero Pikup 1.7T,9658
Bolero Pikup 4WD,9655
Bolero Pikup AC,9657
Bolero Pikup CNG,9656
Bolero Pikup ExtraLong,6392
Bolero Power Plus 2017-20,126
Bolt,695
Bolt 28T MS,3360
Bolt 28T SS,3376
Bomber 26T,3966
Bonneville,2364
Bonneville 400,3105
Bonneville 700,3106
Bonneville Bobber,1769
Bonneville Speedmaster,5696
Bonneville T100,1751
Bonneville T100 Gold Line Edition,7997
Bonneville T120,1747
Bonneville T120 Black,1760
Bonneville T120 Black Gold Line Edition,7988
Boom 14 T,3823
Boomer 14T,5469
Boomer 16T,5472
Boomer 20T,5473
Boone 6 Disc,4739
Boss,2100
BOSS 1115 HB,6361
BOSS 1115 Tipper,6362
BOSS 1215 HB,6363
Boss 1315 HB,6364
BOSS 1415 HB,6365
Boss 1920 4?2 haulage,9992
BOSS 26T,3922
Boss Dshox 26T,3921
Boss Dshox Ddb 26T,3924
BOUNCE 20T,3819
Bounce Ibc Sshocker,4180
Bouncer IBC S / Shocker,4352
Boxster,586
Boyi 26,4300
BOYZONE 20,5123
Bpg Uno,1988
Bravo,306
Brawny 27.5T FS & DD Brake,8469
Brazo 20 T,3985
Breeze 24,3488
Breeze 24T,3450
Breeze 26,3521
BREEZE 26T,3864
Brezza,3214
Brio,36
Brio 2011 2013,29
Brio 2013-2016,22
Brio 2019,3
Brio 2023,7655
Bronx,6472
Brookland,206
Bruce 20T IBC,5479
Bruce 26T,5503
Bruce 26T FS Front Disc,5489
Bruce 26T IBC DS Front Disc,5490
Bruce 26T IBC FS Front Disc,5488
Brut + RF 24T,4117
Brut + RF 26T,6584
Brut + ZX 24T,4116
Brut + ZX 26T,6847
Brut Rf,5653
Brutale,1594
Brutale 1090,2948
Brutale 1090 RR,1601
Brutale 800,1597
Brutale 800 2020,2614
BRV,40
BS6 Apache RR 310,3130
Bs6 Tvs Jupiter Duplicate,3119
Bsa Motors Diva,1992
Bsa Motors Edge,1993
Bsa Motors Fusion,1994
Bsa Motors Roamer,1989
Bsa Motors Smile,1990
Bsa Motors Street Rider,1991
Bubble Electric,9763
Buddy 14T,5468
Buddy 16T,3359
BUDDY 20,5290
Buddy 20T,5476
Buddy B14 14T,3375
Buddy Dshox 20T,3818
Buffy 20T,4166
Bulk-E,9402
Bulke Plus 2.2,9768
Bullet 22T,6867
Bullet 24T,6866
Bullet 350,2259
Bullet 350 2019-2022,12367
Bullet 350 2019-2023,12368
Bullet 350 BS4,1631
Bullet 350 X,1678
Bullet 500,1639
Bullet Classic,1630
Bullet Electra,1638
Bumblebee,9251
bunty,9951
Burgman Electric,7971
Burgman Street,3196
Burgman Street 2018 20,1720
Burnout,4691
Button DX 20,4331
Buzz,9659
Buzzard,676
BX 250,2642
Byk,1181
Byka,7902
Bziness,9487
C 400 GT,7543
C Class 2018,957
C Sport 25,4793
C X17,435
C X75,430
C-Class,962
C-Class 2020-2022,7635
C-HR,711
C1,12507
C1002V,9737
C12i Max,9983
C2,9120
C21,12512
C2C Impulso Alu 105 2013,4787
C2C Impulso Alu Ultegra 2013,4788
C2C Via Nirone 7 105,4789
C2C VIA Nirone 7 2300 2013,4790
C2C Via Nirone 7 Alu Sora 2013,4783
C2C Via Nirone 7 Alu Sora Lady 2013,4784
C2c Via Nirone 7 Alu Tiagra 2013,4785
C2C Via Nirone 7 Alu Tiagra Lady 2013,4786
C3,7517
C3 Aircross,9523
C30,798
C3X,10224
C40 Recharge,9481
C5 Aircross,842
C5 Aircross 2021-2022,9298
C70,812
Caad 12 105,4622
Caad 12 Disc 105,7217
Caad 12 M54Cm Red 2019,4663
Caad 12 S50Cm Red 2019,4661
Caad 12 Sm52Cm Red 2019,4662
Caad 12 Xs48Cm Purple 2019,4660
Caad 12 Xs48Cm Red 2019,4659
Caad 8 Flatbar 2,7214
Caad 8 Tiagra 6,7212
Caad 8-5,7210
Caad 8-6 Tiagra,7216
Caad 8-7,7209
Caad 8-8 Claris,7215
Caad Optimo 105,4623
Caad Optimo Claris,7211
Caad Optimo Sora,4624
Cadet 20T,3753
Cafe Racer,1635
Caliber 27.5T,3716
California 1400,1583
California 1400 Custom,1588
Calypso 26,3336
Camaleonte 10 2013,4780
Camaleonte 20 2013,4781
Camaro,250
Camry,759
Camry 2002 11,713
Camry 2012 15,744
Camry 2019,745
Canary 14T,5442
Candy 12T,3734
Cannon 20T,3610
CANON 14T (Eva Tires),3611
CANON 14T (Hi-Riser),3612
CANON 16T (Eva Tires),3606
CANON 16T (Hi-Riser),3607
CANON 20T (Eva Tires),3608
CANON 20T (Hi-Riser),3609
Canteen Van,9362
Cape May,4940
Cape May 2014,7072
Cape May LS,4939
Cape May ST 2014,7070
CAPETOWN 700C HYBRID,8404
CAPONE,3999
Caponord,2368
Caponord 1200,1110
Captain America,3421
Captain America 20,6986
Captain America i 16,6985
Captain America i 18,6984
Captain America i 24,9641
Captain EX (Gents) 26T,6532
Captain EX (Ladies) 26T,4056
Captain Shakti (Gents) 26T,4051
Captain Shakti (Ladies) 26T,4050
Captain Surya (Gents) 26T,4055
Captain Surya (Ladies) 26T,4054
Captain Virat 26T,4100
Captiva,255
Captiva 2008-12,233
Captiva 2012-13,224
Captiva 2014,7066
Captiva 7,4938
Captiva 7 LS,4937
Captiva ST 2014,7071
Capture 26 T,3979
Car,9299
CARBINE,3996
Carens,7540
Carens CNG,9019
Carens Electric,9902
Cargo,7754
CARGO PETROL,7755
Cargo Super King,9852
Cargo Super King M-Tec,9851
Cargo Super M-Tec,9855
Carlino,359
Carnival,3226
Carnival 2020-2023,10417
Carrera GT,570
CARRY ON 20,5255
Cartoon 14T (Eva Tyres),3604
Cartoon 14T (Hi-Riser),3603
Cascade 2,9121
Cascade 3,9122
Cascade 4,9123
Casper,7494
Caspian 27.5T,5435
Catalyst 3 27.5T,7208
Catalyst 4 27.5T,7207
Cayenne,587
Cayenne 2003 2009,576
Cayenne 2009 2014,571
Cayenne Coupe,575
Cayman,582
Cayman 2009 2012,577
Cayo 105 Mix,4814
Cayo 105 Mix 22G,7279
Cayo AL 105,4815
Cayo AL 105 Mix,4811
Cayo Disc 105 Mix 22G,7272
Cayo Team Replica Force,4812
Cayo Ultegra DI2,7256
Cayo Ultegra Mix,7254
CB,1026
CB 200X,7558
CB 500F,1069
CB Dazzler,1031
CB Hornet 200R,3155
CB Shine BS4,2230
CB Shine SP,1060
CB Trigger,1040
CB Twister,1020
Cb Unicorn,1056
CB Unicorn 160 2017-20,1057
CB1000R,1051
CB1000R Plus,3056
CB125F,2635
CB300F,9497
CB300R,3064
CB300R 2020,1085
CB350 Cafe Racer,9808
CB350 Cruiser,9870
CB350 RS,5638
CB500F,7976
CB500X,1078
CB650R,1086
CBR,1025
CBR 1000 Rr,2495
CBR 1000RR Fireblade,1053
CBR 150 R,1043
CBR 250 R,2981
Cbr 250 R 2011 2017,2416
CBR 250R,1081
CBR 300,2446
CBR 500,1068
CBR 500 R,2496
CBR 500R,1054
CBR 600RR,1028
CBR 650F,2457
CBR1000R,7513
CBR1000RR-R,7512
CBR150R,8448
CBR250R 2011 17,1042
CBR300,1046
CBR300R,1076
CBR500R,8005
CBR650F,1047
CBR650R,3069
CBZ,2057
CBZ Xtreme,2082
CD 110 Dream,3228
CD 110 Dream DX,1052
CD Dawn,2074
CD Deluxe,2076
CD100,2088
CD100 SS,2085
CE 02,12107
Cedia,523
Ceed,453
Celerio,7549
Celerio 2014 17,898
Celerio 2014-2021,902
Celerio Tour H2 Taxi,9314
Celerio X,859
Celerio12,10052
CELIA 26T,3876
Celia Plus 26T,3884
Celina 26T,6865
Cento  10 Sl,9124
Centra,1811
Centuro,1570
Ceralo 24T (21SPD),6496
Ceralo 26T (21SPD),3710
Cervo,922
CHALLENGE 20T,3374
Challenger,532
Challenger S110,9940
Champion,1015
CHAMPION 16,5293
Champion 16T,3605
CHAMPION 20,5292
CHAMPION 35,8187
Champion 37,7387
Champion 39,8184
Champion 42,8186
Champion Plus,7386
CHAMPION XP 41,8189
Charge 14T,4173
CHARGE 16T ( 16 x 2.40),4174
Charge 16T (16X2.40),4349
Charge 20T,4162
Charger 27.5 D,9600
Charger 29D,8430
CHASE 14,5207
CHASE 16,5205
Chase 16T,3358
CHASE 20,5203
Chase 24T,3856
chase IBC 26T,3956
Checkpoint ALR 4,4146
Checkpoint SL 5,4740
Cheetah,7466
CHELSEA,4006
Cherokee,446
Chetak,1183
Chetak 1972 2006,2665
Chetak Premium,7797
Chhatrapati DI 42,5869
Chhatrapati DI 745 III,5800
CHICAGO DISC 272,8233
CHICAGO DISC 272 27.5T,8232
Chicago Disc 272-17,6611
CHICAGO DISC 291 29T,8239
CHICAGO DISC 292,8238
Chicago Disc 292-19,6610
Chief,1432
Chief Bobber Dark Horse,6816
Chief Classic,1442
Chief Dark Horse,1443
Chief Vintage,1444
Chieftain,1437
Chieftain Classic,1446
Chieftain Dark Horse,1438
Chieftain Elite,1448
Chieftain Limited,1447
Childrens Bike,5013
Childrenss Bike,5012
Chiron,214
Choco,4330
Chord,4410
Ciaz,906
Ciaz 2014 17,855
Ciaz 2020,850
Ciaz S,853
CICO 16,5208
Cielo,824
Cindrella 16T,3465
Cindrella 20T,6559
Cindrella 26 SS,5127
Cindy 16,4864
Circuit Bus,8666
Circus 14T,3456
Citigo,619
CITILINE,9856
Cito,5118
Cito 2,4157
City,7564
City 1,4851
City 1997 2000,6
City 2000 2003,30
City 2003 2005,19
City 2008 2011,8
City 2011-2014,32
City 2014 2015,21
City 2015-2017,2
City 2020,5
City 2023,9590
City 4th Gen,34
City 5th Gen,3260
City Hybrid,8108
City Lite 26T,3307
City Ride Skool,7431
City Rider 26T V-Brake,3686
City Rider 26T V-Brake D/W Alloy Rim,3687
City Surfer 26T,5509
City ZX,11
City-1,7565
Cityride Prime LPO 1315,8805
Citywide,8859
Civic,41
Civic 2006-2010,24
Civic 2010 2013,14
Civitas,7907
CL Class,938
CLA,6690
CLA 16.220,7451
CLA 16.250 EVO 4X2,6330
CLA 2015 16,952
CLA 2020,933
CLA 25.250 EVO 6X4,6331
CLA 25.300 EVO 6X4,6934
CLA 31.300 EVO 8X2,6332
CLA 31.300 EVO 8X4,6935
CLA 31.300 EVO 8X5,8569
CLA 31.300 EVO 8X6,8570
CLA 31.300 EVO 8X7,8571
CLA 40.250 EVO 4X2,6932
CLA 40.300 EVO 4X2,6930
CLA 49.250 EVO 6X4,6931
CLA 49.300 EVO 6X4,6933
CLA-Class,963
Classic,344
Classic 350,2541
classic 350 2019-20,1637
Classic 350 2020,3236
Classic 350 Bobber,7960
Classic 500,1634
Classic 650,9644
CLASSIC MAN,5126
Classic OST 28T,4183
CLASSIC OT 28T,4353
Classic Shotgun 650,7697
Classic350,1672
ClassIQ,7773
ClassIQ 100,7586
ClassIQ 150,7589
ClassIQ 150+,7798
Cleo,3449
CLEO 14,5245
CLEO 20,5244
Cliff 2400,5248
Cliff 2600,5251
Cliff 2900,5253
Cliff 650B,5252
Clio,612
CLIQUE Single Speed 27.5T,6542
CLIQUE Thumb Shifter (21 SPD) 27.5T,6541
CLK Class,956
Clovis 3.10 27.5,9125
Clovis 3.10 29,9126
Clovis 5.10 27.5,9127
Clovis 5.10 29,9128
Clovis 6.10 29,9129
CLS,940
CLS Class 2006 10,929
Clubman,514
CNG Cargo,9921
CNG Passenger,9917
CODE- X 26T IBC,3319
COLOSSAL,4000
Colt 26T FS VB,7870
Colt 26T RS VB,7871
Combat 27.5 D,8427
Combat 29 D,8428
COMET,9461
Comet EV,9824
Comet Fshox Ddb 26T Multispeed,3935
Comfio,8835
Comfio School Bus,8797
Comfort,7749
COMFORT F2F,7744
COMFORT F2F BASE PLUS,7745
COMFORT F2F DLX,7746
Comfort Plus,7748
COMIC 20T,3836
Commander 26T,3728
Commander 28T,6596
Commando 961 Cafe Racer,1604
Commando 961 Sport,1603
Commodus 29 D,8431
Commuta,7901
Compact RE,7560
Compass,439
Compass 2020,444
Compass 2021,5455
Compass 26T 21S DD FS,7872
Compass 26T SS DD FS,7873
Compass 27.5T (21SPD),6495
Compass 27.5T SS FD,6494
Compass 27.5T SS V-Brake,6493
Compass 29ER (21SPD),6492
Compass 29ER SS FD,6491
Compass 29ER SS V-Brake,6490
Compass Trailhawk,8392
Compass Trailhawk  2020,440
Concept 2,9705
Conductor 21 St Usa,4965
Conductor 21 Usa,4998
Connect,7553
Connectivity,1886
Constellation,1644
Contend 1(2021),4283
Contend 2(2021),4270
Contend 3 (2021),4267
Contend AR 12021,4268
Contend SL 2 Disc,4234
CONTENDER 24T,3845
CONTENDER 26T,3901
Contender Dshox 24T,3848
Contender Dshox 26T,3900
Contender Dshox Db 26T,3902
CONTENDER PLUS 26T,3968
Contender Sshox 26T,3904
Contessa,827
Continental Flying Spur,207
Continental GT,210
Continental GT 650,1662
Control 26,4299
CONWAY TEAM,5599
CONWAY TEAM COMP,5604
CONWAY TEAM SIGNATURE,5605
Cooper,515
Cooper 26T,3961
Cooper Convertible,519
Cooper Convertible 2014 16,516
Cooper Countryman,521
Cooper Countryman 2013 15,520
Cooper Coupe,517
Cooper DB 26T,3963
Cooper Dshox 26T,3949
Cooper SE,7682
COP 2400,5266
COP 2600,5268
Corbett 14,7690
Corbett 14 EX,7799
Cordis 2,4156
Cordis CX1,5115
Cordis CX3,5116
Cordis CX4,5114
Corolla,5521
Corolla 2017-2020,717
Corolla 2020,731
Corolla Altis,755
Corolla Altis 2008 13,734
Corolla Altis 2013 17,742
Corsa,832
Corvette,240
Cosmo,8836
Cosmo CNG,8840
COSMO EV,9462
Cosmo School,8837
Cosmo School CNG,8803
Costa,7613
Costa Lithium Ion,7800
Count 26T (21 SPD),3689
Count 26T SS Double Disc,3688
Count 26T SS FD,6530
Country Mini Bus,9825
Coupe 0 8 27 5,4313
Coupe 0 8 29 2018,4312
Coupe 0.8 21 Speed 26,4314
Cover Body Electric Loader,9405
Cowboy 26T,3683
Cowl 35T,9845
CR 1000L 2017-20,1063
Cr V 2004 2007,27
Cr V 2007 2013,16
CR-V 2018,15
CR-V 2018-2020,39
CR-V 2023,9095
Crash 4.0 (24SPD) 26T,4311
Crater Lake Elite Rigid,4813
Crater Lake Elite Rigid Women,4808
Crater Lake Elite Women,4809
Crayon Envy,3115
Crayon Envy Duplicate,3114
Crayon Zeez,3112
Crayon Zeez Duplicate,3113
CRD,1984
Creon,1831
Crest 7 Speed 26T,3970
Crest Dshox 26T Multispeed,3939
Crest Dshox Db 26T Multispeed,3903
Crest Single Speed Fshox 26T,3948
Creta,3223
Creta 2018,395
Creta 2018-20,371
Creta 2020,367
Creta Electric,9722
Creta N Line,9260
CRF,1035
CRF 1000L Africa Twin,2643
CRF190L,8423
CRF300L,9476
Crink,9969
Cronos,294
Cross 1.1,7068
Cross 1.1 2014,7067
Cross 1.3 2014,7065
Cross 1.5 2014,7063
Cross 13,4974
Crosser 150,8905
CROSSHILL 500,5073
CROSSHILL300,5072
CrossPolo,795
Crosspolo 2013 15,777
Crosstown 13,4944
Crosstown 13 Ls,4943
Crosstown 15,4942
Crosstown 15 Ls,4941
Crosstown 2.1 2014,7061
Crosstown 2.1 LS 2014,7064
Crosstown 2.3 2014,7062
Crosstown 2.3 LS 2014,7058
Crosstown 2.5 2014,7059
Crosstown 2.5 Ls 2014,7057
Crosstown 26 1.1 2014,7060
Crosstown 26 1.1 LS 2014,7055
Crosstown 26 1.3 2014,7056
Crosstown 26 1.3 Ls 2014,7053
Crosstrek 700c,9130
CROSSWAY 10 V,7318
Crossway 10 V LADY,4492
CROSSWAY 100,4498
Crossway 20D,4494
CROSSWAY 300,4500
CROSSWAY 40,4496
CROSSWAY 500,4502
Crossway L 10 V,4491
CROSSWAY L 100,4497
Crossway L 20 D,4493
CROSSWAY L 300,4499
CROSSWAY L 40,4495
CROSSWAY L 500,4501
Crossway L Xt Edition,4503
Crossway Xt Edition,4504
Crox 14T,6515
Cruise Bike Generation IV,4154
Cruise M Bike Generation IV,4152
Cruiser,2135
Cruiser 350,2115
Crusador 29 D,3548
CRUSH 12T,3373
Crush 14T,3357
CRUSH 16T,3372
Crusier,9789
Crux,1894
Crux S,1944
Cruz,1400
Cruz 700C,5006
Cruze,243
Cruze 2010-11,226
Cruze 2012-14,216
Cruze 2014-16,234
Cruzer R1,9250
Cruzio,8825
Cruzio 2750 BS6,7411
Cruzio 3100 BS6,7412
Cruzio 3370 BS6,7413
Cruzio 3800 BS6,7414
Cruzio 3880 BS6,7418
Cruzio Grande School Bus 4440 BS6,7415
Cruzio Grande School Bus 4880 BS6,7416
Cruzio Grande School Bus 5360 BS6,7417
Cruzio Grande Staff Bus 4440 BS6,8970
Cruzio Grande Staff Bus 4880 BS6,8969
Cruzio Grande Staff Bus 5360 BS6,8968
Cruzio Staff Bus 2750,8966
Cruzio Staff Bus 3100,8967
Cruzio Staff Bus 3370,8964
Cruzio Staff Bus 3800,8965
Crystal 20T,3746
Crystal 20T With Fenders,3749
CS 260,4384
Csport,4791
Csport 1,4792
Csport Cross,4794
CSR 762,7708
CT 100,2518
Ct 100 2015 20,1158
CT 110,3183
CT 110X BS6,6995
CT 125X,9501
Ct110 2019-20,1220
CTS,1001
Cube,4329
Cullinan,974
Cumini,8523
Curvv,8556
Custom 1250,1390
Cutie,8490
cvcccc,9798
CVO,2493
Cvo Duplicate,1355
CVO Limited,1362
CX 01,2469
CX 70 18 Speed,4103
CX 90 18 Speed,4058
Cyan 26T,6864
Cyanic 29 T,3977
Cyber Racer,11829
Cybertruck,6469
Cybot 20T,3463
Cybot MS 20T,3470
Cyclelec Connect 7 Speed 26T,6540
Cyclelec Connect Unisex Bike 7 Speed 26T,6539
Cyclocross 6,7206
Cyclocross Alu Zurigo,4782
Cyclone 24,3366
Cyclone 26 D,8433
Cyclone 27.5,3562
Cyclone 27.5 D,3561
Cygnus GT,9105
Cypress DX 2021,4233
CZAR,9460
D Max V Cross 2015 2019,418
D-Max,5624
D-Max 2015-2019,420
D-Maxx V Cross,421
D15,9101
D6 1.0,7050
D6 4.0,7052
D90,2192
Dabang 20T,5474
Dabang Pro 1000 SS,9356
Dabang Pro E Rickshaw,9357
DADA 26T,4053
daddd,9938
Daisy 12T,3573
Daisy 14T,3574
Dakota 26T - 21 Speed,3347
Dakota 26T Single Speed Front Dic Brake,3324
Damocles 1 Claris,5109
Damocles 3 Tiagra,5107
Damocles 41 105,5108
Dare,2022
Dargo,8047
Dario 12T,3600
Dario 14T,3601
Dark Flag,9740
DARK KNIGHT 29T,8234
Darkstar,9573
Dart Pro 26 D,3547
Dash,1401
Dash Lead Acid,7801
Dave 150,1345
Dawn,978
Daytona 350,2360
Daytona 675,1743
Daytona 765,1775
Daz 700C,5004
Dazz,1808
DB 11,149
DB9,143
DBS,150
DBS Superleggera,153
DBX,146
DC100,465
dddd,9800
Deadpool 29,8416
Deadpool HT 27.5T,4118
Deadpool HT DX2 27.5T,6531
Dean 105,5105
Declaration,4945
Declaration 2014,7054
Defeater Defeat Fear 29T,4018
Defeater Pro 29T-S,6615
DEFEATR 'DEFEAT FEAR' 29T,8261
DEFEATR PRO 29T - S,8224
Defender,476
Defender 5-door Hybrid X,9287
Defender 5-door Hybrid X-Dynamic HSE,9288
Defy,9592
Defy Advanced 1,4232
Defy Advanced 2 (2021),6674
Del Go,8106
Deluxe,1382
Demak Cougar,1996
Demak Dmx R,1995
Demak Duta,1999
Demak Piranha,1998
Demak Rino,1997
Demon X 16,3518
Demon X 20,3500
DEMONA 16,3512
Derby,2149
Derby Classic,7802
Desert Sled,2905
DesertX,9660
Design,4381
Destine Prime,11621
Destini 125,3203
Destini 125 2018 20,2058
Destini 125 XTEC,8537
Destini Prime,11624
DESTINO 26T,3305
Destiny 16,3495
