"v_model_name","v_model_id"
"G310R","10391"
"G 310 R","10393"
"G 310 R","10394"
"G 310 R","10395"
"G 310 R","10396"
"Pulsar NS160","10423"
"RC 200","10424"
"Pulsar N160","10426"
"Raider 125","10427"
"iQube Electric","10428"
"Jupiter","10429"
"LXS","10430"
"LXS G 2.0","10431"
"R15 M","10432"
"Pulsar 150 Single Disc","10436"
"Shine","10439"
"Activa 125","10440"
"Pulsar N160","10441"
"Pulsar 150 Single Disc","10442"
"LXS G 2.0","10447"
"LXS G 2.0","10452"
"S1 Air","10453"
"Pulsar RS200","10471"
"Forty Two","10474"
"Ronin 225","10476"
"G 310 RR","10486"
"G 310 R","10487"
"S1 Air","10488"
"X440","10495"
"X440","10496"
"Pulsar 150 Single Disc","10507"
"Pulsar N160","10508"
"Pulsar NS160","10509"
"G 310 R","10510"
"G 310 RR","10511"
"Activa 125","10512"
"Shine","10513"
"RC 200","10514"
"S1 Air","10515"
"iQube Electric","10516"
"Jupiter","10517"
"Raider 125","10518"
"R15 M","10519"
"Pulsar 150 Single Disc","10569"
"S1 Air","10570"
"S1 Air","10579"
"Z900 RS","10589"
"eSPA Li","10591"
"eSPA Li","10595"
"eSPA Li","10596"
"Access 125","10618"
"Access 125","10620"
"Access 125","10621"
"CB500X","10622"
"CBR650R","10623"
"Trot","10625"
"iPraise","10628"
"iPraise","10629"
"Panigale V4 SP2","10630"
"Dream Plus","10727"
"Maruthisan Racer","10728"
"Maruthisan Beat","10731"
"MS 3.0","10733"
"Access 125","10843"
"Jupiter","10844"
"Speed 400","10849"
"Super Meteor 650","10850"
"Scram 411","10851"
"Pulsar 150","10888"
"Hunter 350","10889"
"Jupiter","10890"
"Access 125","10891"
"Super Meteor 650","10898"
"Scram 411","10899"
"Pulsar NS160","11001"
"SP 160","11033"
"SP 160","11034"
"SP 160","11038"
"ravitest8","11080"
"ravitest8","11081"
"testiam","11085"
"testiam","11086"
"SP 160","11117"
"Z900 RS","11134"
"Z H2","11178"
"Z900RS","11184"
"Diavel V4","11185"
"Z H2","11187"
"Ninja 650 2024","11192"
"Z H2","11195"
"Z900RS","11197"
"Ninja 650 2024","11202"
"Ninja 650 2024","11207"
"Z900RS","11210"
"Z900RS","11211"
"Ninja 650 2024","11212"
"SP 160","11237"
"Atria","11285"
"C12i Max","11362"
"Hness CB350","11373"
"manojtest10","11375"
"manojtest10","11376"
"Manojtest31","11511"
"Manojtest31","11513"
"450S","11518"
"testing 12","11526"
"CD 110 Dream","11554"
"Apache RTR 310","11592"
"Raider 125","11593"
"Raider 125","11594"
"Karizma XMR","11595"
"H2 SX SE","11596"
"H2 SX SE","11597"
"S1 X","11598"
"S1 X","11599"
"S1 X","11600"
"Ninja H2 SX SE","11601"
"Ninja H2 SX SE","11602"
"S1 Pro","11603"
"Bullet 350","11608"
"Svartpilen 250","11613"
"Destine Prime","11621"
"Destini Prime","11624"
"Destini Prime","11636"
"Destini Prime","11641"
"450S","11645"
"Activa","11649"
"Destini Prime","11655"
"Himalayan","11660"
"Himalayan","11672"
"Feo","11676"
"Feo","11677"
"Feo","11678"
"Apache RTR 160 4V","11705"
"450X","11707"
"Splendor Plus Xtec","11708"
"Unicorn","11712"
"Ninja H2R","11714"
"Dio","11717"
"Passion Plus 2023","11718"
"Super Splendor","11719"
"Himalayan","11720"
"Continental GT 650","11721"
"Pulsar 125 Split Seat","11722"
"Apache RTR 160 4V","11723"
"Feo","11725"
"Destini Prime","11727"
"Forty Two","11757"
"Passion Plus 2023","11758"
"Dio","11759"
"Ninja H2R","11760"
"Unicorn","11761"
"Splendor Plus Xtec","11762"
"450X","11763"
"Apache RTR 160 4V","11764"
"Pulsar 125 Split Seat","11765"
"Continental GT 650","11766"
"Super Splendor","11767"
"Feo","11782"
"Destini Prime","11784"
"X EV","11786"
"Pulsar RS200","11787"
"Pulsar 150","11788"
"Ronin 225","11789"
"Ronin 225","11790"
"S1 Pro","11791"
"Glamour","11794"
"Gixxer SF","11800"
"Speed 400","11801"
"G 310 GS","11802"
"HF 100","11803"
"Duke 200","11804"
"X EV","11805"
"Pulsar NS160","11809"
"NTORQ 125","11810"
"NTORQ 125","11811"
"Pulsar 150 Single Disc","11812"
"Pulsar N160","11813"
"Shine 100","11815"
"Mi","11816"
"X EV","11817"
"Mi","11818"
"X EV","11819"
"Shine 100","11820"
"Shine 100","11821"
"Duke 250","11823"
"Svartpilen 250","11827"
"Duke 250","11828"
"FZ FI V3","11833"
"Duke 125","11834"
"Apache RTR 160 4V","11835"
"Speed 400","11836"
"Splendor Plus","11837"
"R15 V4","11838"
"Classic 350","11839"
"Classic 350","11840"
"Pulsar N160","11841"
"Activa 125","11842"
"Shine","11843"
"Shine","11844"
"Pulsar 150 Single Disc","11845"
"Hunter 350","11846"
"Pulsar NS200","11847"
"RV 400","11848"
"RV 400","11849"
"MT 15  V2","11850"
"Splendor Plus","11851"
"Splendor Plus","11852"
"R15 V4","11853"
"Classic 350","11854"
"Hunter 350","11855"
"Pulsar NS200","11856"
"Bullet 350","11857"
"Bullet 350","11858"
"R15 M","11859"
"Jupiter","11860"
"iQube Electric","11861"
"NTORQ 125","11862"
"Raider 125","11863"
"RC 200","11864"
"iPraise+","11865"
"One","11866"
"Enduro","11867"
"Faast F2T","11868"
"Faast F2T","11869"
"S1 Pro","11870"
"Apache RTR 200 4V","11871"
"Z900RS","11872"
"X440","11873"
"Activa","11874"
"Pulsar NS 125","11875"
"Apache RTR 160","11876"
"Elegante 150","11877"
"Ninja H2 SX","11878"
"X EV","11879"
"X EV","11880"
"Feo","11886"
"Destini Prime","11888"
"Pulsar 220F","11890"
"X EV","11891"
"X EV","11892"
"Activa 125","11893"
"Pulsar 125 Neon","11894"
"Simple One","11895"
"Apache RTR 160 4V","11896"
"Speed 400","11897"
"Xpulse 200 4V","11898"
"V1","11899"
"Jupiter 125","11900"
"Hornet 2.0","11901"
"Apache RR 310","11902"
"R15 M","11903"
"Jupiter","11904"
"iQube Electric","11905"
"Activa","11906"
"Pulsar NS 125","11907"
"Duke 200","11908"
"HF Deluxe","11909"
"Classic 350","11910"
"Maestro Edge 125","11911"
"Apache RTR 160 4V","11912"
"Pulsar NS200","11913"
"Bullet 350","11914"
"Xtreme 160R BS6","11915"
"XL 100","11916"
"MT 15  V2","11917"
"Splendor Plus","11918"
"R15 V4","11919"
"Bullet 350","11921"
"Pulsar NS200","11924"
"NTORQ 125","11925"
"Apache RTR 200 4V","11926"
"Activa","11927"
"X EV","11928"
"Destini 125 XTEC","11929"
"Maestro Edge 125","11931"
"XPulse 200T","11932"
"MT 15  V2","11933"
"Faast F2T","11934"
"iPraise+","11935"
"Z900RS","11936"
"One","11937"
"JeetX","11938"
"X440","11939"
"Ninja H2 SX","11940"
"502 C","11941"
"Heritage Classic BS6","11942"
"Pan America 1250","11943"
"Leoncino 500","11944"
"Street Glide Special","11945"
"Mojo 300 BS6","11946"
"Elegante 150","11947"
"Speed Twin 900","11948"
"CB650R","11949"
"Eddy","11950"
"MT 15  V2","11952"
"Splendor Plus","11953"
"Hunter 350","11954"
"SP 125","11955"
"Raider 125","11956"
"Shine","11957"
"RC 200","11958"
"S1 Pro","11959"
"Apache RTR 200 4V","11960"
"Apache RTR 160","11961"
"Pulsar 220F","11962"
"Simple One","11963"
"Atria","11964"
"Vulcan S","11965"
"Tiger Sport 660","11966"
"Forty Two","11967"
"Pulsar RS200","11968"
"Ronin 225","11969"
"Super Splendor","11970"
"Splendor Plus Xtec","11971"
"Himalayan","11972"
"Access 125","11973"
"Unicorn","11974"
"Continental GT 650","11975"
"Access 125","11976"
"X EV","11978"
"Feo","11983"
"Destini Prime","11985"
"Forty Two","11987"
"Pulsar RS200","11988"
"Ronin 225","11989"
"Duke 200","11990"
"Gold Wing","11991"
"Gold Wing","11992"
"Street Triple ABS","11993"
"VXL 150","11994"
"SXL 125","11995"
"VXL 125","11996"
"ZX 125","11997"
"G 310 R","11998"
"Shiga","11999"
"eSPA Li","12000"
"Avant","12001"
"Armour","12002"
"Beamer","12003"
"Vader","12004"
"350T","12005"
"Enduro","12006"
"SP 125","12007"
"Splendor Plus Xtec","12008"
"Himalayan","12009"
"Access 125","12010"
"Continental GT 650","12011"
"Forty Two","12012"
"Passion Plus 2023","12013"
"Shine 100","12014"
"Duke 250","12015"
"Svartpilen 250","12016"
"FZ FI V3","12017"
"Duke 125","12018"
"RV 400","12019"
"Pulsar 150","12020"
"Gixxer SF","12021"
"Perak","12022"
"HF 100","12023"
"G 310 GS","12024"
"Avenger Street 160","12025"
"Chetak","12026"
"Platina 110","12027"
"Pleasure Plus","12028"
"RC 125","12029"
"CT 125X","12030"
"Dominar 250","12031"
"CB350 RS","12032"
"Hness CB350","12033"
"Apache RTR 180","12034"
"Sport","12035"
"FZ 25","12036"
"Optima","12037"
"Maestro Edge 110 BS6","12038"
"CD 110 Dream","12039"
"CB 200X","12040"
"Scram 411","12041"
"Xpulse 200 BS6","12042"
"Gixxer 150","12043"
"CT 110X BS6","12044"
"FZS 25","12045"
"Interceptor 650","12046"
"FZS FI BS6","12047"
"Platina 100","12048"
"Meteor 350","12049"
"Scooty Zest 110","12050"
"Avenger Cruise 220","12051"
"Legion","12052"
"Legion","12053"
"ZGS","12054"
"Mighty","12055"
"Connect","12056"
"Axis","12057"
"Ride","12058"
"Drixx","12059"
"Polo","12060"
"Pony","12061"
"Derby","12062"
"Rise","12063"
"EasyGo Plus","12064"
"Easy Go","12065"
"Future","12066"
"Loder","12067"
"Gen Nxt Nanu Plus","12068"
"GEN NXT Nanu E-Scooter","12069"
"Wolf Plus","12070"
"ELEKTRIKA 60","12071"
"Sport 63 Mini","12072"
"Sport 63 Mid","12073"
"Lithino Li","12074"
"Mini Lithino","12075"
"Ryder","12076"
"Miso","12077"
"Thunderbolt","12078"
"Beast","12079"
"Hurricane","12080"
"Glob","12081"
"Wolf","12082"
"Strom ZX","12083"
"Storm ZX Advance 1","12084"
"X EV","12090"
"Feo","12091"
"Destini Prime","12093"
"X EV","12100"
"Feo","12101"
"Destini Prime","12103"
"Pulsar NS 125","12105"
"Apache RTR 160","12106"
"Pulsar 220F","12108"
"Apache RTR 160","12109"
"Pulsar 220F","12110"
"Duke 200","12111"
"HF Deluxe","12114"
"SP 125","12116"
"Simple One","12119"
"RayZR 125 Fi Hybrid","12120"
"OXO","12121"
"FZ-X","12122"
"Drift","12123"
"Edge","12124"
"GT5","12125"
"O3","12126"
"Queen SX","12127"
"Queen","12128"
"Nexa","12129"
"V4 Eagle","12130"
"V4 Max","12131"
"V4 XL","12132"
"V4 Mist","12133"
"Soul","12134"
"VEV 01","12135"
"VIO","12136"
"Yuvee","12137"
"Xeniaa","12138"
"Wind","12139"
"Ahava","12140"
"Posh","12141"
"Platina","12142"
"Mars","12143"
"GK 350","12144"
"350X","12145"
"ZOR 405","12146"
"Model 703","12147"
"Magnus EX","12148"
"Zeez","12149"
"Envy","12150"
"Atum Vader","12151"
"Primus","12152"
"Trento","12153"
"Z900","12154"
"S1","12155"
"D15","12156"
"City","12158"
"Jeet","12159"
"Iron 883","12160"
"Scrambler Desert Sled","12161"
"W800 Street","12162"
"Iron 883","12163"
"Scrambler Desert Sled","12164"
"Aura","12165"
"Lite","12166"
"iPraise","12167"
"Multistrada V4","12168"
"Monster","12169"
"Hypermotard 950","12170"
"Sportster S","12171"
"X1","12172"
"Panigale V4 SP2","12173"
"Nightster","12175"
"Forty Eight","12178"
"Fat Boy 114","12180"
"ETrance NEO","12181"
"Falcon","12182"
"PraisePro","12183"
"R30 electric scooter","12184"
"Ridge","12185"
"Fat Bob 114 BS6","12186"
"650 MT","12187"
"650 NK","12188"
"650 GT","12189"
"300 NK","12190"
"Dual","12191"
"Versys 650","12192"
"Tiger 1200","12193"
"Bonneville T100","12194"
"Bonneville T120","12195"
"Speed Twin","12196"
"Versys 1000","12197"
"KLX 140","12199"
"KX 100","12200"
"Tiger 900","12201"
"Z650","12202"
"KLX 110","12203"
"KLX 450R","12204"
"Testing123","12205"
"Rocket 3","12206"
"Tiger 850 Sport","12207"
"Bonneville Speedmaster","12208"
"Ninja ZX 10 R","12211"
"Bonneville Bobber","12212"
"Scrambler 900","12213"
"W175","12214"
"Ninja 400","12215"
"KX 250","12216"
"KX 450","12217"
"Trident 660","12218"
"Z650 RS","12220"
"X EV","12233"
"Feo","12234"
"Destini Prime","12236"
"Hornet 2.0","12243"
"Hornet 2.0","12244"
"Hornet 2.0","12246"
"Karizma XMR","12258"
"Karizma XMR","12259"
"Karizma XMR","12260"
"Karizma XMR","12262"
"Karizma XMR 210","12263"
"Karizma XMR 210","12265"
"Hero Karizma XMR 210","12266"
"Karizma XMR","12268"
"Karizma XMR","12269"
"Karizma XMR","12271"
"Karizma XMR","12272"
"Karizma XMR","12273"
"Karizma XMR","12278"
"Karizma XMR","12279"
"Karizma XMR","12280"
"Karizma XMR","12284"
"Simple One","12286"
"450X","12289"
"Shine","12290"
"Destini Prime","12294"
"Mihos","12296"
"Harper","12297"
"Quanta","12298"
"TEM G33","12299"
"TEM G33","12300"
"T 133","12301"
"TZ 3.3","12302"
"Glide","12303"
"Sports 63 Alpha 48V","12304"
"Saathi","12305"
"Neo EV","12306"
"Emerge","12307"
"Raptor","12308"
"eGo T3","12309"
"eGo T3","12310"
"eSPA LA","12311"
"eGo LA","12312"
"eGo LA","12313"
"eVespa","12314"
"Lithino Li","12315"
"Roma S","12316"
"Storm ZX Advance 2","12317"
"Lithino Li","12318"
"Storm ZX Advance 1","12319"
"Strom ZX","12320"
"Glob","12321"
"Wolf","12322"
"Hurricane","12323"
"Beast","12324"
"Thunderbolt","12325"
"Miso","12326"
"Ryder","12327"
"Mini Lithino","12328"
"Mini Lithino","12329"
"Lithino Li 2 0","12330"
"Sport 63 Mid","12331"
"Sport 63 Mini","12332"
"ELEKTRIKA 60","12333"
"Wolf Plus","12334"
"Gen Nxt Nanu Plus","12335"
"GEN NXT Nanu E-Scooter","12336"
"Loder","12337"
"Future","12338"
"2023 Bullet 350","12365"
"2023 Bullet 350","12366"
"Bullet 350","12369"
"2023 Bullet 350","12370"
"2023 Bullet 350","12371"
"2023 Bullet 350","12373"
"2023 Bullet 350","12374"
"2023 Bullet 350","12375"
"2023 Bullet 350","12376"
"2023 Bullet 350","12377"
"2023 Bullet 350","12378"
"Karizma XMR","12379"
"LXS G 2.0","12401"
"42 Bobber","12459"
"FZS FI V4","12489"
"FZS FI V4","12490"
"Pulsar N150","12506"
"Tiger Sport 660","12508"
"Tiger Sport 660","12509"
"Vulcan S","12513"
"Vulcan S","12515"
"Faast F2B","12521"
"Faast F2F","12522"
"Faast F2F","12523"
"Interceptor 650","12525"
"Platina 100","12526"
"RC 390","12527"
"CB300R","12528"
"Apache RTR 180","12531"
"Pulsar N150","12536"
"Pulsar N150","12538"
"Pulsar N150","12539"
"Ninja 650 2024","12557"
"MT 15","12562"
"Splendor Plus","12565"
"Classic 350","12570"
"Raider 125","12574"
"Raider 125","12575"
"Raider 125","12576"
"Pulsar N150","12600"
"FZS FI V4","12620"
"Destini Prime","12621"
"250 Duke","12622"
"Scrambler Icon","12633"
"Scrambler NightShift","12634"
"Scrambler Full Throttle","12635"
"Feo","12636"
"X EV","12637"
"Pulsar N150","12638"
"250 Duke","12639"
"Pulsar N150","12641"
"Pulsar P150","12642"
"Pulsar N150","12651"
"250 Duke","12653"
"FZS FI V4","12672"
"Destini Prime","12673"
"Scrambler Icon","12684"
"Scrambler NightShift","12685"
"Scrambler Full Throttle","12686"
"Feo","12687"
"X EV","12688"
"Dio","12689"
"Pulsar N150","12708"
"250 Duke","12709"
"FZS FI V4","12726"
"Destini Prime","12727"
"Scrambler Icon","12738"
"Scrambler NightShift","12739"
"Scrambler Full Throttle","12740"
"Feo","12741"
"X EV","12742"
"Pulsar N150","12750"
"250 Duke","12756"
"FZS FI V4","12772"
"Destini Prime","12773"
"Scrambler Icon","12784"
"Scrambler NightShift","12785"
"Scrambler Full Throttle","12786"
"Feo","12787"
"X EV","12788"
"Pulsar N150","12792"
"250 Duke","12795"
"FZS FI V4","12811"
"Destini Prime","12812"
"Scrambler Icon","12823"
"Scrambler NightShift","12824"
"Scrambler Full Throttle","12825"
"Feo","12826"
"X EV","12827"
"Pulsar N150","12883"
"250 Duke","12886"
"FZS FI V4","12902"
"Destini Prime","12903"
"Scrambler Icon","12914"
"Scrambler NightShift","12915"
"Scrambler Full Throttle","12916"
"Feo","12917"
"X EV","12918"
"Feo","12933"
"Destini Prime","12934"
"FZS FI V4","12935"
"250 Duke","12936"
"Pulsar N150","12937"
"Scrambler Icon","12966"
"Scrambler NightShift","12967"
"Scrambler Full Throttle","12968"
"X EV","12969"
"FZS FI V4","12971"
"250 Duke","12975"
"Auram","12976"
"RBS250 Loader","12977"
"RBSEVA RIO","12978"
"Royal ZL3","12979"
"KN-1","12980"
"JF","12981"
"RBSEVA Royal DLX","12982"
"RBSEVA Royal DLX","12983"
"JF","12984"
"KN-1","12985"
"Royal ZL3","12986"
"RBSEVA RIO","12987"
"RBS250 Loader","12988"
"JF","12994"
"KN-1","12995"
"RBSEVA Royal DLX","12996"
"Motofast","13000"
"Motofaast","13001"
"Motofaast","13002"
"Legend Super","13006"
"Legend Super","13007"
"Auram","13008"
"JF","13010"
"RBSEVA Royal DLX","13011"
"Legend Super","13012"
"KN-1","13013"
"Royal ZL3","13014"
"RBSEVA RIO","13015"
"RBS250 Loader","13016"
"Auram","13017"
"Smiley","13018"
"XL","13019"
"X4","13020"
"X2","13021"
"X1","13022"
"RX1","13023"
"RX4","13024"
"L25","13025"
"RBSEVA Royal DLX","13026"
"250 Duke","13027"
"KLR 140R F","13029"
"KLR 140R F","13030"
"KLR 140R F","13031"
"KLX 140R F","13032"
"KLX 140R F","13033"
"Pulsar N150","13034"
"Pulsar N150","13037"
"L25","13038"
"L25","13043"
"S60","13044"
"S25","13045"
"S60","13046"
"S25","13047"
"L25","13051"
"S60","13052"
"S25","13053"
"testing","13054"
"XL","13059"
"XL750 Transalp","13064"
"X EV","13066"
"X EV","13067"
"Pulsar N150","13083"
"FZS FI V4","13084"
