pincode,city_id
507207,9
507212,9
507213,9
507214,9
507216,9
507311,9
507312,9
507313,9
507702,9
520001,10
520002,10
520007,10
520008,10
520011,10
520012,10
520013,10
520015,10
521001,10
521002,10
521003,10
521101,10
521104,10
521105,10
521106,10
521107,10
521109,10
521110,10
521111,10
521120,10
521121,10
521122,10
521125,10
521126,10
521130,10
521131,10
521132,10
521133,10
521134,10
521135,10
521136,10
521137,10
521138,10
521139,10
521148,10
521149,10
521150,10
521151,10
521153,10
521156,10
521157,10
521158,10
521162,10
521163,10
521164,10
521165,10
521170,10
521175,10
521178,10
521180,10
521181,10
521182,10
521183,10
521185,10
521190,10
521201,10
521202,10
521207,10
521211,10
521212,10
521213,10
521214,10
521215,10
521225,10
521226,10
521227,10
521228,10
521229,10
521230,10
521235,10
521241,10
521245,10
521246,10
521247,10
521250,10
521256,10
521260,10
521261,10
521263,10
521286,10
521311,10
521312,10
521321,10
521322,10
521323,10
521324,10
521325,10
521326,10
521327,10
521328,10
521329,10
521330,10
521331,10
521332,10
521333,10
521340,10
521343,10
521344,10
521345,10
521356,10
521366,10
521369,10
521390,10
521401,10
521402,10
521403,10
521456,10
521457,10
520005,10
520006,10
520009,10
520014,10
520016,10
520050,10
521112,10
521113,10
521114,10
521116,10
521117,10
521118,10
521123,10
521124,10
521128,10
521129,10
521140,10
521144,10
521155,10
521171,10
521176,10
521177,10
521179,10
521184,10
521231,10
521251,10
521255,10
521265,10
521370,10
521391,10
521424,10
521429,10
521436,10
521444,10
518001,11
518002,11
518003,11
518004,11
518005,11
518006,11
518007,11
518010,11
518101,11
518102,11
518112,11
518122,11
518123,11
518124,11
518134,11
518135,11
518145,11
518155,11
518165,11
518166,11
518176,11
518186,11
518196,11
518206,11
518216,11
518217,11
518218,11
518220,11
518221,11
518222,11
518225,11
518302,11
518308,11
518313,11
518323,11
518333,11
518343,11
518344,11
518345,11
518346,11
518347,11
518348,11
518349,11
518350,11
518360,11
518380,11
518385,11
518390,11
518395,11
518396,11
518401,11
518405,11
518411,11
518412,11
518422,11
518432,11
518442,11
518452,11
518462,11
518463,11
518464,11
518465,11
518466,11
518467,11
518468,11
518502,11
518508,11
518510,11
518511,11
518512,11
518513,11
518523,11
518533,11
518553,11
518563,11
518573,11
518583,11
518593,11
518594,11
518598,11
518599,11
518674,11
516506,11
518011,11
518015,11
518016,11
518017,11
518018,11
518019,11
518020,11
518021,11
518022,11
518023,11
518137,11
518138,11
518146,11
518150,11
518157,11
518158,11
518202,11
518319,11
518363,11
518382,11
518397,11
518398,11
518399,11
518426,11
518470,11
518503,11
518515,11
518517,11
518550,11
518555,11
518596,11
518607,11
518669,11
518673,11
518675,11
518301,11
518543,11
518501,11
502001,13
502032,13
502101,13
502102,13
502107,13
502108,13
502109,13
502110,13
502113,13
502114,13
502115,13
502117,13
502125,13
502130,13
502205,13
502210,13
502221,13
502228,13
502246,13
502247,13
502248,13
502249,13
502251,13
502255,13
502256,13
502257,13
502267,13
502269,13
502270,13
502271,13
502273,13
502276,13
502277,13
502278,13
502279,13
502280,13
502281,13
502285,13
502286,13
502287,13
502290,13
502291,13
502293,13
502294,13
502295,13
502296,13
502300,13
502301,13
502302,13
502303,13
502305,13
502306,13
502307,13
502310,13
502311,13
502312,13
502313,13
502314,13
502316,13
502318,13
502321,13
502324,13
502325,13
502329,13
502331,13
502334,13
502335,13
502336,13
502345,13
502371,13
502372,13
502375,13
502381,13
502104,13
502201,13
502211,13
502212,13
502213,13
502284,13
502288,13
502289,13
502292,13
502297,13
502299,13
502304,13
502308,13
502322,13
502323,13
502330,13
502374,13
508001,14
508002,14
508004,14
508101,14
508105,14
508111,14
508112,14
508113,14
508114,14
508115,14
508126,14
508201,14
508202,14
508204,14
508205,14
508206,14
508210,14
508211,14
508212,14
508217,14
508218,14
508221,14
508223,14
508224,14
508233,14
508234,14
508238,14
508243,14
508244,14
508245,14
508246,14
508247,14
508248,14
508250,14
508252,14
508253,14
508254,14
508255,14
508256,14
508257,14
508258,14
508266,14
508277,14
508278,14
508279,14
508280,14
508284,14
508285,14
508286,14
508355,14
508373,14
508374,14
508376,14
508377,14
508013,14
508102,14
508121,14
508123,14
508125,14
508127,14
508142,14
508203,14
508214,14
508215,14
508216,14
508219,14
508220,14
508225,14
508227,14
508229,14
508230,14
508259,14
508262,14
508265,14
508268,14
508272,14
508281,14
508282,14
508283,14
508287,14
508288,14
508289,14
508290,14
508293,14
508296,14
508301,14
508332,14
508333,14
508336,14
508337,14
508346,14
508347,14
508349,14
508350,14
508351,14
508352,14
508353,14
508357,14
508364,14
508365,14
508367,14
508375,14
508381,14
508383,14
508385,14
508116,14
508117,14
508208,14
524001,15
524002,15
524003,15
524004,15
524005,15
524121,15
524123,15
524124,15
524126,15
524127,15
524129,15
524131,15
524132,15
524134,15
524137,15
524142,15
524152,15
524203,15
524221,15
524222,15
524223,15
524224,15
524225,15
524226,15
524227,15
524228,15
524230,15
524234,15
524236,15
524239,15
524240,15
524301,15
524302,15
524303,15
524304,15
524305,15
524306,15
524307,15
524308,15
524309,15
524310,15
524311,15
524312,15
524313,15
524314,15
524315,15
524316,15
524317,15
524318,15
524319,15
524320,15
524321,15
524322,15
524323,15
524341,15
524342,15
524343,15
524344,15
524345,15
524346,15
524366,15
524401,15
524402,15
524403,15
524404,15
524405,15
524406,15
524407,15
524408,15
524409,15
524410,15
524411,15
524412,15
524413,15
524414,15
524415,15
524421,15
524102,15
524119,15
524202,15
524218,15
524324,15
524329,15
524333,15
524416,15
524441,15
524347,15
503001,16
503002,16
503003,16
503101,16
503102,16
503108,16
503114,16
503120,16
503122,16
503123,16
503124,16
503125,16
503144,16
503145,16
503164,16
503165,16
503174,16
503175,16
503180,16
503185,16
503186,16
503187,16
503188,16
503201,16
503202,16
503206,16
503207,16
503212,16
503213,16
503217,16
503218,16
503219,16
503225,16
503230,16
503235,16
503245,16
503246,16
503301,16
503302,16
503305,16
503306,16
503307,16
503308,16
503309,16
503310,16
503311,16
503321,16
503322,16
503103,16
503115,16
503116,16
503166,16
503176,16
503177,16
503178,16
503192,16
503193,16
503203,16
503214,16
503215,16
503220,16
503221,16
503222,16
503226,16
503227,16
503228,16
503231,16
503236,16
503313,16
503314,16
503315,16
503112,16
503223,16
523001,17
523002,17
523101,17
523104,17
523105,17
523108,17
523109,17
523110,17
523111,17
523112,17
523113,17
523114,17
523115,17
523116,17
523117,17
523135,17
523155,17
523156,17
523157,17
523165,17
523166,17
523167,17
523168,17
523169,17
523170,17
523171,17
523180,17
523181,17
523182,17
523183,17
523184,17
523185,17
523186,17
523187,17
523190,17
523211,17
523212,17
523213,17
523214,17
523223,17
523224,17
523225,17
523226,17
523227,17
523228,17
523240,17
523241,17
523245,17
523246,17
523247,17
523252,17
523253,17
523254,17
523260,17
523261,17
523262,17
523263,17
523264,17
523265,17
523270,17
523271,17
523272,17
523273,17
523274,17
523279,17
523280,17
523281,17
523286,17
523291,17
523292,17
523301,17
523302,17
523303,17
523304,17
523305,17
523315,17
523320,17
523326,17
523327,17
523328,17
523329,17
523330,17
523331,17
523332,17
523333,17
523334,17
523335,17
523336,17
523346,17
523356,17
523357,17
523367,17
523368,17
523369,17
523370,17
523371,17
523372,17
523373,17
523106,17
523121,17
523124,17
523125,17
523153,17
523188,17
523189,17
523194,17
523195,17
523216,17
523219,17
523243,17
523267,17
523269,17
523277,17
523285,17
523290,17
523297,17
523338,17
523345,17
532001,18
532005,18
532122,18
532123,18
532127,18
532148,18
532168,18
532185,18
532186,18
532190,18
532195,18
532203,18
532211,18
532212,18
532213,18
532214,18
532215,18
532216,18
532218,18
532219,18
532220,18
532221,18
532222,18
532242,18
532243,18
532263,18
532264,18
532284,18
532290,18
532291,18
532292,18
532312,18
532322,18
532401,18
532402,18
532403,18
532404,18
532405,18
532406,18
532407,18
532408,18
532409,18
532410,18
532421,18
532425,18
532426,18
532427,18
532428,18
532429,18
532430,18
532432,18
532440,18
532443,18
532445,18
532455,18
532456,18
532457,18
532458,18
532459,18
532460,18
532461,18
532462,18
532474,18
532484,18
532015,18
532101,18
532102,18
532124,18
532125,18
532126,18
532128,18
532137,18
532189,18
532206,18
532208,18
532209,18
532244,18
532265,18
532270,18
532323,18
532417,18
532463,18
532470,18
532485,18
532550,18
532551,18
532552,18
530001,19
530002,19
530003,19
530004,19
530005,19
530007,19
530008,19
530009,19
530011,19
530012,19
530013,19
530014,19
530015,19
530016,19
530017,19
530018,19
530020,19
530022,19
530024,19
530026,19
530027,19
530028,19
530029,19
530031,19
530032,19
530035,19
530040,19
530041,19
530043,19
530044,19
530045,19
530046,19
530047,19
530048,19
530049,19
530051,19
530052,19
530053,19
531001,19
531002,19
531011,19
531019,19
531020,19
531021,19
531022,19
531023,19
531024,19
531025,19
531026,19
531027,19
531028,19
531029,19
531030,19
531031,19
531032,19
531033,19
531034,19
531035,19
531040,19
531055,19
531060,19
531061,19
531075,19
531077,19
531081,19
531082,19
531083,19
531084,19
531085,19
531087,19
531105,19
531111,19
531113,19
531114,19
531115,19
531117,19
531118,19
531126,19
531127,19
531133,19
531149,19
531151,19
531162,19
531163,19
531173,19
531219,19
535145,19
530000,19
530075,19
531161,19
506001,20
506002,20
506003,20
506004,20
506005,20
506006,20
506007,20
506008,20
506009,20
506011,20
506013,20
506015,20
506102,20
506104,20
506105,20
506112,20
506122,20
506132,20
506134,20
506135,20
506142,20
506143,20
506144,20
506145,20
506151,20
506163,20
506165,20
506166,20
506168,20
506169,20
506170,20
506172,20
506201,20
506221,20
506222,20
506223,20
506224,20
506244,20
506252,20
506301,20
506302,20
506303,20
506310,20
506313,20
506314,20
506315,20
506316,20
506317,20
506318,20
506319,20
506324,20
506329,20
506330,20
506331,20
506332,20
506342,20
506343,20
506344,20
506345,20
506347,20
506348,20
506349,20
506352,20
506355,20
506356,20
506365,20
506366,20
506367,20
506368,20
506369,20
506370,20
506371,20
506381,20
506391,20
505547,20
506010,20
506012,20
506133,20
506353,20
506175,20
506167,20
506164,20
506146,20
506103,20
506333,20
534001,21
534002,21
534003,21
534004,21
534005,21
534006,21
534007,21
534101,21
534102,21
534111,21
534112,21
534122,21
534123,21
534124,21
534126,21
534134,21
534145,21
534146,21
534156,21
534165,21
534166,21
534176,21
534186,21
534195,21
534196,21
534197,21
534198,21
534199,21
534201,21
534202,21
534204,21
534206,21
534207,21
534208,21
534209,21
534210,21
534215,21
534216,21
534217,21
534218,21
534222,21
534225,21
534227,21
534230,21
534235,21
534236,21
534237,21
534238,21
534239,21
534240,21
534243,21
534244,21
534245,21
534247,21
534250,21
534260,21
534265,21
534266,21
534267,21
534268,21
534269,21
534275,21
534280,21
534281,21
534301,21
534302,21
534305,21
534311,21
534312,21
534313,21
534315,21
534316,21
534318,21
534320,21
534324,21
534326,21
534327,21
534328,21
534329,21
534330,21
534331,21
534338,21
534340,21
534341,21
534342,21
534350,21
534401,21
534406,21
534411,21
534416,21
534425,21
534426,21
534427,21
534432,21
534437,21
534442,21
534448,21
534449,21
534450,21
534451,21
534452,21
534456,21
534460,21
534461,21
534462,21
534467,21
534475,21
533409,21
534108,21
534116,21
534127,21
534129,21
534131,21
534136,21
534137,21
534152,21
534154,21
534160,21
534229,21
534251,21
534261,21
534271,21
534272,21
534291,21
534303,21
534314,21
534339,21
534343,21
534351,21
534352,21
534362,21
534390,21
534392,21
534407,21
534429,21
534459,21
534486,21
535350,21
534455,21
534444,21
534435,21
790001,25
786171,28
781001,30
781003,30
781005,30
781007,30
781009,30
781011,30
781014,30
781028,30
781029,30
781035,30
781038,30
781040,30
781002,30
788819,31
781102,32
785105,33
784154,34
812001,35
812002,35
812003,35
812004,35
812005,35
812006,35
812007,35
813105,35
813108,35
813113,35
813203,35
813204,35
813205,35
813206,35
813209,35
813210,35
813213,35
813214,35
813222,35
853201,35
853202,35
853203,35
853204,35
853205,35
813112,35
813114,35
813120,35
813121,35
813122,35
813129,35
813223,35
813225,35
813226,35
813227,35
813228,35
813229,35
813231,35
813233,35
853207,35
804403,36
804404,36
804421,36
804423,36
804430,36
804435,36
805128,36
805131,36
805135,36
805236,36
823001,36
823002,36
823003,36
823004,36
823005,36
823311,36
824118,36
824201,36
824205,36
824206,36
824207,36
824209,36
824210,36
824211,36
824217,36
824219,36
824220,36
824221,36
824231,36
824232,36
824233,36
824234,36
824235,36
824236,36
824237,36
805136,36
805137,36
805138,36
805139,36
805140,36
805143,36
805144,36
805145,36
824212,36
824214,36
824215,36
824238,36
824239,36
800001,37
800002,37
800003,37
800004,37
800005,37
800006,37
800007,37
800008,37
800009,37
800010,37
800011,37
800012,37
800013,37
800014,37
800015,37
800016,37
800017,37
800018,37
800019,37
800020,37
800021,37
800022,37
800023,37
800024,37
800025,37
800026,37
800027,37
800028,37
800029,37
801102,37
801104,37
801105,37
801108,37
801109,37
801110,37
801111,37
801112,37
801113,37
801501,37
801503,37
801505,37
801506,37
801507,37
803201,37
803202,37
803203,37
803211,37
803212,37
803213,37
803214,37
803221,37
803301,37
803302,37
803303,37
803306,37
803307,37
804451,37
804452,37
804453,37
804454,37
800111,37
801101,37
801114,37
801115,37
801116,37
801117,37
801118,37
801502,37
801508,37
801509,37
803112,37
803204,37
803206,37
803218,37
803232,37
804457,37
801103,37
801304,37
801106,37
800030,37
160001,38
160002,38
160003,38
160004,38
160009,38
160011,38
160012,38
160014,38
160015,38
160017,38
160018,38
160019,38
160020,38
160022,38
160023,38
160025,38
160030,38
160036,38
160047,38
160101,38
160102,38
160007,38
160008,38
160010,38
160013,38
160016,38
160021,38
160026,38
160028,38
160029,38
160031,38
160032,38
160033,38
160034,38
160035,38
160037,38
160038,38
160040,38
160043,38
160044,38
160045,38
160049,38
160056,38
160061,38
160064,38
160070,38
160106,38
160115,38
160116,38
160117,38
160118,38
160119,38
160120,38
160121,38
160122,38
160123,38
160124,38
160125,38
160126,38
160127,38
160128,38
160129,38
160130,38
160131,38
160132,38
160133,38
160134,38
160135,38
160136,38
161001,38
166002,38
167001,38
140125,38
160005,38
490020,39
490025,39
490003,39
495001,40
495003,40
495004,40
495006,40
495009,40
495112,40
495113,40
495115,40
495116,40
495117,40
495119,40
495220,40
495222,40
495223,40
495224,40
495330,40
495335,40
495442,40
495550,40
495551,40
495555,40
495002,40
495007,40
495422,40
495679,40
495680,40
495681,40
492001,41
492002,41
492003,41
492004,41
492005,41
492008,41
492009,41
492010,41
492012,41
492013,41
492014,41
492015,41
492099,41
492101,41
492109,41
493101,41
493111,41
493113,41
493114,41
493116,41
493195,41
493196,41
493221,41
493222,41
493225,41
493228,41
493229,41
493331,41
493335,41
493338,41
493344,41
493441,41
493526,41
493559,41
493661,41
493881,41
493885,41
493888,41
493889,41
493890,41
493992,41
493996,41
492000,41
492006,41
492007,41
492011,41
493211,41
493330,41
493354,41
493562,41
493895,41
493332,41
493551,41
493118,41
492017,41
492016,41
492018,41
369210,43
403002,45
403006,45
403101,45
403102,45
403103,45
403104,45
403105,45
403106,45
403107,45
403108,45
403110,45
403114,45
403115,45
403201,45
403202,45
403203,45
403204,45
403402,45
403403,45
403404,45
403409,45
403410,45
403502,45
403503,45
403505,45
403506,45
403508,45
403509,45
403510,45
403511,45
403512,45
403513,45
403515,45
403523,45
403526,45
403529,45
403530,45
403602,45
403701,45
403709,45
403710,45
403711,45
403712,45
403715,45
403716,45
403717,45
403718,45
403719,45
403720,45
403721,45
403723,45
403724,45
403725,45
403729,45
403731,45
403801,45
403804,45
403806,45
403003,45
403603,45
403704,45
403705,45
403714,45
380001,46
380002,46
380004,46
380005,46
380006,46
380007,46
380008,46
380009,46
380013,46
380014,46
380015,46
380016,46
380018,46
380019,46
380021,46
380022,46
380023,46
380024,46
380026,46
380027,46
380028,46
380050,46
380051,46
380052,46
380054,46
380055,46
380058,46
380059,46
380060,46
380061,46
380063,46
382115,46
382120,46
382130,46
382140,46
382145,46
382170,46
382210,46
382213,46
382225,46
382230,46
382240,46
382245,46
382250,46
382255,46
382260,46
382265,46
382330,46
382340,46
382345,46
382350,46
382405,46
382415,46
382418,46
382424,46
382425,46
382427,46
382430,46
382433,46
382435,46
382440,46
382443,46
382445,46
382449,46
382450,46
382455,46
382460,46
382463,46
382465,46
382470,46
382475,46
382480,46
382481,46
363610,46
380000,46
380003,46
380010,46
380012,46
380020,46
380025,46
380029,46
380038,46
380041,46
380043,46
380045,46
380053,46
380056,46
380062,46
380064,46
380066,46
380078,46
380079,46
380081,46
382155,46
382160,46
382166,46
382270,46
382276,46
382310,46
382316,46
382324,46
382325,46
382327,46
382335,46
382341,46
382346,46
382347,46
382352,46
382359,46
382360,46
382400,46
382410,46
382426,46
382441,46
382442,46
382451,46
382487,46
382545,46
382220,46
383345,46
382150,46
382110,46
380049,46
387210,47
387220,47
387240,47
387310,47
387315,47
388001,47
388110,47
388120,47
388121,47
388130,47
388140,47
388150,47
388160,47
388170,47
388180,47
388205,47
388210,47
388220,47
388305,47
388306,47
388307,47
388310,47
388315,47
388320,47
388325,47
388330,47
388335,47
388340,47
388345,47
388350,47
388355,47
388360,47
388365,47
388370,47
388430,47
388440,47
388450,47
388460,47
388465,47
388470,47
388480,47
388510,47
388520,47
388530,47
388540,47
388543,47
388545,47
388550,47
388560,47
388570,47
388580,47
388590,47
388610,47
388625,47
388630,47
388640,47
388131,47
388132,47
388211,47
388212,47
388213,47
388216,47
388275,47
388308,47
388336,47
388390,47
388425,47
388461,47
388515,47
388544,47
388555,47
388585,47
388641,47
389348,47
393001,48
391810,49
392001,49
392011,49
392012,49
392015,49
392020,49
392025,49
392035,49
392040,49
392130,49
392140,49
392150,49
392155,49
392160,49
392165,49
392170,49
392180,49
392210,49
392215,49
392230,49
392240,49
393010,49
393017,49
393020,49
393025,49
393030,49
393110,49
393115,49
393120,49
393125,49
393130,49
393135,49
394115,49
394116,49
394810,49
391815,49
391816,49
391817,49
391818,49
392002,49
392013,49
392014,49
392026,49
392031,49
392111,49
392115,49
392153,49
392161,49
392162,49
392163,49
393016,49
393018,49
393021,49
393107,49
393111,49
394114,49
393041,49
394120,49
392135,49
364001,50
364002,50
364003,50
364004,50
364005,50
364006,50
364050,50
364060,50
364070,50
364081,50
364110,50
364120,50
364130,50
364135,50
364140,50
364145,50
364150,50
364210,50
364230,50
364240,50
364250,50
364260,50
364265,50
364270,50
364275,50
364280,50
364295,50
364310,50
364313,50
364320,50
364330,50
364505,50
364510,50
364720,50
364730,50
364740,50
364750,50
364760,50
364765,50
364021,50
364022,50
364055,50
364061,50
364071,50
364131,50
364146,50
364151,50
364215,50
